de_Subject,de_Predicate,de_Object,Triple_ID
16 Richtlinie,gelten,Rechtsstellung,directive_2012_13_eu_en.txt
Behorde,hat,geringe Vergehen,directive_2012_13_eu_en.txt
welche,Sei,nach der Verkehrskontrolle,directive_2012_13_eu_en.txt
kompetente unvernunftige Behorde,unvernunftig sein,unter Weisung,directive_2012_13_eu_en.txt
Richtlinie,anwenden,nach Berufung,directive_2012_13_eu_en.txt
welche,gegrundet von,explizit Anweisung,directive_2012_13_eu_en.txt
welche,informieren,fur Richtlinie,directive_2012_13_eu_en.txt
Information,bereitgestellt,zustandige Behorde,directive_2012_13_eu_en.txt
20 Richtlinie,legt,von Verdachtigen,directive_2012_13_eu_en.txt
Das,ist ohne,zustandigen Gewerkschaftsgerichten,directive_2012_13_eu_en.txt
kompetente Autoritaten,erforderlich,des Verfahrens,directive_2012_13_eu_en.txt
spezifische Umstande,wiederholen,nationales Gesetz,directive_2012_13_eu_en.txt
Verdachtige,verstanden,der Menschenrechte,directive_2012_13_eu_en.txt
verhaftete Informationen,gegeben von,Verstandnis ihrer Verstandnisrechte,directive_2012_13_eu_en.txt
Brief,bereitgestellt,Strafverfahren,directive_2012_13_eu_en.txt
das stimmt,umfassen grundlegende,nationales Gesetz,directive_2012_13_eu_en.txt
Modell,bereitgestellt in,im Anhang,directive_2012_13_eu_en.txt
auch Roadmap-Massnahmen,ist bezeichnend,in Kraft,directive_2012_13_eu_en.txt
Das,andere einbeziehen,in den Mitgliedstaaten,directive_2012_13_eu_en.txt
-,23,-,directive_2012_13_eu_en.txt
Sie,gegeben,laufende Ermittlungen,directive_2012_13_eu_en.txt
wenn Beschreibung,ausreichend gegeben,der Verteidigung,directive_2012_13_eu_en.txt
hat dies beeinflusst,mitgeteilt,der Verteidigung,directive_2012_13_eu_en.txt
Justizbehorde,zur Verfugung gestellt,der Verhaftung,directive_2012_13_eu_en.txt
welche,enthalten,als Dokumente,directive_2012_13_eu_en.txt
solche Materialien,Enthalten in,nationales Gesetz,directive_2012_13_eu_en.txt
wo Ablehnung,abgelehnt,offentliches notwendiges Interesse,directive_2012_13_eu_en.txt
Ablehnung,dagegen abgewogen,Strafverfahren,directive_2012_13_eu_en.txt
Person haben,Sind,nationales Gesetz,directive_2012_13_eu_en.txt
Ubung,Vorurteil,Strafverfahren,directive_2012_13_eu_en.txt
24 Richtlinie,ist ohne,in Haftanstalten,directive_2012_13_eu_en.txt
Sie,sicherstellen,/ EU,directive_2012_13_eu_en.txt
WHO,besonders bezahlen,ihrer Jugend,directive_2012_13_eu_en.txt
27 Personen,gegeben,zwischen den Mitgliedsstaaten,directive_2012_13_eu_en.txt
-,mit,der Menschenrechte,directive_2012_13_eu_en.txt
33 richtig,ohne sein,geschutzte Zeugen,directive_2012_13_eu_en.txt
bezahlte Dokumente,kostenlos zur Verfugung gestellt,ihr Anwalt,directive_2012_13_eu_en.txt
kompetente Autoritaten,nehmen,Verwaltungsaufwand,directive_2012_13_eu_en.txt
36 Verdachtige,haben,mit Direktive,directive_2012_13_eu_en.txt
solch ein Versagen,mit sich bringen,"in der Beschwerde, die",directive_2012_13_eu_en.txt
Mitgliedsstaaten,bieten,in den Mitgliedstaaten,directive_2012_13_eu_en.txt
38 Mitgliedsstaaten,unternehmen,mit Direktive,directive_2012_13_eu_en.txt
praktische Anwendung,durch verschiedene erreicht,Verfahrensrecht,directive_2012_13_eu_en.txt
39 richtig,Satze,Richtlinie Mindestregeln,directive_2012_13_eu_en.txt
Mitgliedsstaaten,erweitern,in der Richtlinie,directive_2012_13_eu_en.txt
eben,unterschreiten,der Menschenrechte,directive_2012_13_eu_en.txt
41 Richtlinie,respektiert grundlegende,anerkannte Charta,directive_2012_13_eu_en.txt
besondere Richtlinie,sucht,der Verteidigung,directive_2012_13_eu_en.txt
Es,umgesetzt,-,directive_2012_13_eu_en.txt
Das,interpretiert,der Menschenrechte,directive_2012_13_eu_en.txt
Union,adoptieren,zur Europaischen Union,directive_2012_13_eu_en.txt
daruber hinaus,weitergehen,Ziel erreichen,directive_2012_13_eu_en.txt
Mitgliedsstaaten,benachrichtigt,der Richtlinie,directive_2012_13_eu_en.txt
Danemark,nehmen,seine Anwendung,directive_2012_13_eu_en.txt
1.6.2012 Amtsblatt,angenommen,Richtlinie,directive_2012_13_eu_en.txt
Richtlinie,legt,gegen sie,directive_2012_13_eu_en.txt
Es,legt,Ihre Rechte,directive_2012_13_eu_en.txt
verdachtige Person,gilt ab,der Berufung,directive_2012_13_eu_en.txt
-,l,von Rechten,directive_2012_13_eu_en.txt
dass sie,gegeben,der Freiheit,directive_2012_13_eu_en.txt
Verdachtige,enthalten,richterliche Autoritat,directive_2012_13_eu_en.txt
Brief,enthalten grundlegende,vorlaufige Freilassung,directive_2012_13_eu_en.txt
Brief,einfach formuliert,einfache Sprache,directive_2012_13_eu_en.txt
indikativer Musterbrief,Satz,uber Rechte,directive_2012_13_eu_en.txt
Rechte zulassen,sicherstellen,zur Interpretation,directive_2012_13_eu_en.txt
Information,sicherstellen,gefahrdete Verdachtige,directive_2012_13_eu_en.txt
Angeklagter wer,sicherstellen,bei der Verhaftung,directive_2012_13_eu_en.txt
Sie,sicherstellen,Das,directive_2012_13_eu_en.txt
Sie,informiert uber,Das,directive_2012_13_eu_en.txt
Sie,gegeben,unangemessene Verzogerung,directive_2012_13_eu_en.txt
-,ein Brief von,Europaisches Haftbefehlsverfahren,directive_2012_13_eu_en.txt
WHO,sicherstellen,ausfuhrender Mitgliedstaat,directive_2012_13_eu_en.txt
. Brief,einfach formuliert,einfache Sprache,directive_2012_13_eu_en.txt
indikativer Musterbrief,Satz,im Anhang,directive_2012_13_eu_en.txt
Sie,sicherstellen,Straftat,directive_2012_13_eu_en.txt
Information,bereitgestellt,der Verteidigung,directive_2012_13_eu_en.txt
-,-,der Europaischen Union,directive_2012_13_eu_en.txt
genaue Information,sicherstellen,beschuldigte Person,directive_2012_13_eu_en.txt
wo dies,sicherstellen,des Verfahrens,directive_2012_13_eu_en.txt
-,Artikel,des Falles,directive_2012_13_eu_en.txt
welche,sicherstellen,ihre Anwalte,directive_2012_13_eu_en.txt
Zugang,sicherstellen,Verteidigung,directive_2012_13_eu_en.txt
1 Zugang,fristgerecht gewahrt,des Gerichts,directive_2012_13_eu_en.txt
erlaube es,gewahrt,fallige Zeit,directive_2012_13_eu_en.txt
Strafverfahren,abgelehnt,in welchem,directive_2012_13_eu_en.txt
Entscheidung,sicherstellen,gerichtliche Themenprufung,directive_2012_13_eu_en.txt
5 Zugang,kostenlos zur Verfugung gestellt,kostenlos,directive_2012_13_eu_en.txt
Das,sicherstellen,des Mitgliedsstaates,directive_2012_13_eu_en.txt
Verdachtige,Artikel,mit Direktive,directive_2012_13_eu_en.txt
Mitgliedsstaaten,Anfrage,der Richtlinie,directive_2012_13_eu_en.txt
welche,ausgelegt als,des Schutzes,directive_2012_13_eu_en.txt
1 Mitgliedsstaaten,.,2. Juni,directive_2012_13_eu_en.txt
2 Mitgliedstaaten,ubertragen,in Auftrag geben,directive_2012_13_eu_en.txt
Sie,enthalten,offizielle Veroffentlichung,directive_2012_13_eu_en.txt
Methoden,gelegt,Mitgliedsstaaten,directive_2012_13_eu_en.txt
Mitgliedsstaaten,einreichen,Gesetzesvorschlage,directive_2012_13_eu_en.txt
Richtlinie,eintreten in,der Europaischen Union,directive_2012_13_eu_en.txt
142/7 Artikel,-,der Europaischen Union,directive_2012_13_eu_en.txt
Richtlinie,adressiert an,mit Vertragen,directive_2012_13_eu_en.txt
-,erledigt bei,in Strassburg,directive_2012_13_eu_en.txt
-,Prasident,fur das Europaische Parlament,directive_2012_13_eu_en.txt
-,Prasident,-,directive_2012_13_eu_en.txt
-,-,der Modellrechte,directive_2012_13_eu_en.txt
alleiniger Zweck,Ist,nationaler Ebene,directive_2012_13_eu_en.txt
Mitgliedsstaaten,gebunden,kein Modell,directive_2012_13_eu_en.txt
Mitgliedsstaaten,andern,nutzliche Informationen,directive_2012_13_eu_en.txt
Mitgliedsbrief eines Mitgliedsstaates,gegeben auf,bei der Festnahme,directive_2012_13_eu_en.txt
Das,verhindern,Strafverfahren,directive_2012_13_eu_en.txt
Du,haben,zum Anwalt,directive_2012_13_eu_en.txt
Rechtsanwalt,ist unabhangig,unabhangig von der unabhangigen Polizei,directive_2012_13_eu_en.txt
Polizei,Hilfe,Du,directive_2012_13_eu_en.txt
Hilfe,sei frei,kostenlos kostenlos,directive_2012_13_eu_en.txt
-,fragen,Mehr Informationen,directive_2012_13_eu_en.txt
habe dich verhaftet,haben,Rechts,directive_2012_13_eu_en.txt
kompetent Sie,haben,kostenlos,directive_2012_13_eu_en.txt
Du,Hilfe,vertraulich,directive_2012_13_eu_en.txt
Du,haben,in Gewahrsam,directive_2012_13_eu_en.txt
Du,ausgestattet mit,mundliche Ubersetzung,directive_2012_13_eu_en.txt
kompetent Sie,haben,mutmassliche Straftat,directive_2012_13_eu_en.txt
Du,Hilfe,entscheide dich dafur,directive_2012_13_eu_en.txt
Du,haben,Anfechtung der Festnahme,directive_2012_13_eu_en.txt
Du,haben,fur dich,directive_2012_13_eu_en.txt
-,informieren,Ihr Konsulat,directive_2012_13_eu_en.txt
will jemanden,erzahlen,Zum Beispiel,directive_2012_13_eu_en.txt
Rechts,eingeschrankt,Ihre Inhaftierung,directive_2012_13_eu_en.txt
Polizei,informieren,von diesem,directive_2012_13_eu_en.txt
konsularische Autoritat,erzahlen,Ihre informierte Inhaftierung,directive_2012_13_eu_en.txt
Du,erzahlen,konsularische Behorde,directive_2012_13_eu_en.txt
habe dich verhaftet,haben,medizinische Assistenz,directive_2012_13_eu_en.txt
kenne dich,lassen,solche Hilfe,directive_2012_13_eu_en.txt
-,-,der Freiheit,directive_2012_13_eu_en.txt
Du,entzogen,Stunden Tage,directive_2012_13_eu_en.txt
WHO,freigegeben,weitere Inhaftierung,directive_2012_13_eu_en.txt
-,fragen,vorlaufige Freilassung,directive_2012_13_eu_en.txt
-,-,eines Europaischen Haftbefehls,directive_2012_13_eu_en.txt
Du,verhaftet am,eines Europaischen Haftbefehls,directive_2012_13_eu_en.txt
Du,haben,von welchem,directive_2012_13_eu_en.txt
Du,haben,in der Sprache,directive_2012_13_eu_en.txt
Du,Zustimmung,Ich suche Dich,directive_2012_13_eu_en.txt
Ihr Einverstandnis,Geschwindigkeit,Verfahren,directive_2012_13_eu_en.txt
Es,schwierig sein,spatere Phase,directive_2012_13_eu_en.txt
Du,haben,Justizbehorde,directive_2012_13_eu_en.txt
notwendige Annaherung,erleichtern,Individual Rechte,directive_2013_48_eu_en.txt
justizielle Zusammenarbeit,bezogen auf,von Urteilen,directive_2013_48_eu_en.txt
Mitgliedsstaaten,setzt voraus,Strafjustizsysteme,directive_2013_48_eu_en.txt
welche,Ist,gegenseitige Anerkennung,directive_2013_48_eu_en.txt
Das,gezeigt,andere Mitgliedsstaaten,directive_2013_48_eu_en.txt
auch Regeln,arbeiten,Regeln,directive_2013_48_eu_en.txt
Starkung,erfordert detaillierte,aus Charter,directive_2013_48_eu_en.txt
Es,erfordert,echr,directive_2013_48_eu_en.txt
2 Artikel,verankern,fairer Prozess,directive_2013_48_eu_en.txt
Artikel,Garantien,der Verteidigung,directive_2013_48_eu_en.txt
Union,Satz,der Freiheit,directive_2013_48_eu_en.txt
davon Prinzip,werden,gegenseitige Anerkennung,directive_2013_48_eu_en.txt
en Amtsblatt,sorgt fur,Grenzdimension,directive_2013_48_eu_en.txt
Mindestregeln,bezieht sich auf,in welchem,directive_2013_48_eu_en.txt
welche,fuhren zu,im Bunde,directive_2013_48_eu_en.txt
Mindestregeln,entfernen,der Mitgliedstaaten,directive_2013_48_eu_en.txt
dritte Seite,etabliert in,der Freiheit,directive_2013_48_eu_en.txt
Rat 2009,angenommen,Roadmap,directive_2013_48_eu_en.txt
Angeklagter wer,fordert,fur Massnahmenverdachtige,directive_2013_48_eu_en.txt
also bezeichnend dafur,betont,mit Prioritaten,directive_2013_48_eu_en.txt
seine Vorteile,fuhlte in,als Ganzes entworfen,directive_2013_48_eu_en.txt
Es,begrusst,im Dienste der Burger,directive_2013_48_eu_en.txt
andere Probleme,unterstrichen,im Bereich,directive_2013_48_eu_en.txt
zwei Massnahmen,angenommen gem,Strafverfahren,directive_2013_48_eu_en.txt
Dritte Haftbefehlspartei,legt,der Freiheit,directive_2013_48_eu_en.txt
welche,fordert,zum Anwalt,directive_2013_48_eu_en.txt
erfordert Verdachtigen,bietet,Rechtsberatung,directive_2013_48_eu_en.txt
Anwalte,in der Lage sein,der Verteidigung,directive_2013_48_eu_en.txt
welche,berucksichtigt,der Richtlinie,directive_2013_48_eu_en.txt
Angeklagter wer,umgesetzt,zum Anwalt,directive_2013_48_eu_en.txt
WHO,bezieht sich auf,an Verdachtige,directive_2013_48_eu_en.txt
Behorde,hat,geringe Vergehen,directive_2013_48_eu_en.txt
welche,Sei,nach der Verkehrskontrolle,directive_2013_48_eu_en.txt
Behorden,sicherstellen,unter Weisung,directive_2013_48_eu_en.txt
Richtlinie,anwenden,nach Berufung,directive_2013_48_eu_en.txt
geringe Vergehen,berucksichtigt,kommunale Vorschriften,directive_2013_48_eu_en.txt
zustandige unvernunftige Behorden,unvernunftig sein,unter Weisung,directive_2013_48_eu_en.txt
Richtlinie,anwenden,Strafsachen,directive_2013_48_eu_en.txt
18 Umfang,beeintrachtigen,vom Anwalt,directive_2013_48_eu_en.txt
Verdachtige,sicherstellen,mit Direktive,directive_2013_48_eu_en.txt
Sie,gewahrt,richtig verzichtet,directive_2013_48_eu_en.txt
verdachtige Person,vorlaufig einschliessen,Stichprobenkontrollen,directive_2013_48_eu_en.txt
verdachtige Person,geschutzt gegen,der Menschenrechte,directive_2013_48_eu_en.txt
wo Person,macht Express,Strafverfahren,directive_2013_48_eu_en.txt
294/3 Befragung,ausgesetzt,verdachtige Person,directive_2013_48_eu_en.txt
Er,Fortsetzung,in der Richtlinie,directive_2013_48_eu_en.txt
22 Verdachtige,haben,sie vertreten,directive_2013_48_eu_en.txt
Mitgliedsstaaten,praktisch machen,des Falles,directive_2013_48_eu_en.txt
wo Treffen,praktisch machen,an Ort und Stelle,directive_2013_48_eu_en.txt
praktische Regelungen,Vorurteil,ihr Anwalt,directive_2013_48_eu_en.txt
23 Verdachtige,haben,sie vertreten,directive_2013_48_eu_en.txt
solche Kommunikation,nehmen,Anwalt treffen,directive_2013_48_eu_en.txt
solche Kommunikationskommunikationen,praktisch machen,stattfinden,directive_2013_48_eu_en.txt
Richtlinie,verhindern,mit dem Telefon,directive_2013_48_eu_en.txt
verdachtige Person,beschrankt auf,Strafverfolgungsbehorde,directive_2013_48_eu_en.txt
wenn sie vorhanden sind,sicherstellen,bei Gerichtsverhandlungen,directive_2013_48_eu_en.txt
solche Verfahren,dabei sein,von rechts,directive_2013_48_eu_en.txt
verdachtige Person,arrangieren,aus denen,directive_2013_48_eu_en.txt
solche Vereinbarungen,enthalten,Rechtshilfe,directive_2013_48_eu_en.txt
welche,.,nationales Gesetz,directive_2013_48_eu_en.txt
-,26,-,directive_2013_48_eu_en.txt
bisher Verdachtige,haben,nationales Gesetz,directive_2013_48_eu_en.txt
Verbrechen,enthalten,verdachtige Person,directive_2013_48_eu_en.txt
Mitgliedsstaaten,praktisch machen,Beweishandlungen,directive_2013_48_eu_en.txt
praktische Regelungen,Vorurteil,von Rechten,directive_2013_48_eu_en.txt
Das,notiert,des Mitgliedsstaates,directive_2013_48_eu_en.txt
Das,bemuhen,durch Verdachtige,directive_2013_48_eu_en.txt
Sie,brauchen,vermittelter Anwalt,directive_2013_48_eu_en.txt
verdachtig,in der Lage sein,"fahiger, frei fahiger Anwalt",directive_2013_48_eu_en.txt
Sie,machen,richtig verzichtet,directive_2013_48_eu_en.txt
Verdachtige,implizieren,der Menschenrechte,directive_2013_48_eu_en.txt
Person,in der Lage sein,der Freiheit,directive_2013_48_eu_en.txt
Mitgliedsstaaten,gestattet,der Freiheit,directive_2013_48_eu_en.txt
kompetente Autoritaten,Frage,in der Richtlinie,directive_2013_48_eu_en.txt
Video dazu,arrangieren,per Telefon,directive_2013_48_eu_en.txt
31 Mitgliedsstaaten,gestattet,der Person,directive_2013_48_eu_en.txt
solche Fragen,Frage,gegen Selbstbezichtigung,directive_2013_48_eu_en.txt
Das,getragen,der Person,directive_2013_48_eu_en.txt
Missbrauch,Vorurteil,der Verteidigung,directive_2013_48_eu_en.txt
-,6.11.2013,-,directive_2013_48_eu_en.txt
Sofortmassnahme,gestattet,mit Zeugen,directive_2013_48_eu_en.txt
solche Fragen,Frage,gegen Selbstbezichtigung,directive_2013_48_eu_en.txt
Das,getragen,Strafverfahren,directive_2013_48_eu_en.txt
Vertraulichkeit,ist der Schlussel,fairer Prozess,directive_2013_48_eu_en.txt
Mitgliedsstaaten,respektieren,ohne Ausnahme,directive_2013_48_eu_en.txt
Rechtsanwalt,ist ohne,Straftat,directive_2013_48_eu_en.txt
Kriminelle Aktivitat,berucksichtigt,der Richtlinie,directive_2013_48_eu_en.txt
Vereinbarungen,impliziert,die Vertraulichkeit wahren,directive_2013_48_eu_en.txt
zustandige Genehmigungsbehorden,ist ohne,zwischen Verdachtigen,directive_2013_48_eu_en.txt
zur Korrespondenz,Ist,zustandiges Gericht vorgelegt,directive_2013_48_eu_en.txt
welche,ohne sein,kompetente Autoritaten,directive_2013_48_eu_en.txt
Titel v,ohne sein,Innere Sicherheit,directive_2013_48_eu_en.txt
stellte dies zur Verfugung,haben,gegen Person,directive_2013_48_eu_en.txt
Mitgliedsstaaten,praktisch machen,von rechts,directive_2013_48_eu_en.txt
praktische Regelungen,Vorurteil,von rechts,directive_2013_48_eu_en.txt
wenn das,moglich sein,in der Richtlinie,directive_2013_48_eu_en.txt
dritte Person,halten,der Freiheit,directive_2013_48_eu_en.txt
36 Verdachtige,haben,nominierte sie,directive_2013_48_eu_en.txt
Mitgliedsstaaten,Grenze,zwingende Anforderungen,directive_2013_48_eu_en.txt
solche Anforderungen,enthalten,der Kriminalitat,directive_2013_48_eu_en.txt
erste Verdachtige,halten,nominierte sie,directive_2013_48_eu_en.txt
Rechtsanwalt,praktisch machen,Aussagen,directive_2013_48_eu_en.txt
Rechtsanwalt,notiert,des Mitgliedsstaates,directive_2013_48_eu_en.txt
wo es,darin verankert,ihre Staatsangehorigen,directive_2013_48_eu_en.txt
Angeklagter wer,verleiht,ihre Wunsche,directive_2013_48_eu_en.txt
solche Behorden,von Diplomaten ausgeubt,Konsularbehorden,directive_2013_48_eu_en.txt
gesuchte Personen,haben,ausfuhrender Mitgliedstaat,directive_2013_48_eu_en.txt
wo Treffen,praktisch machen,zwischen Anwalt,directive_2013_48_eu_en.txt
solche Kommunikation,moglich sein,mit Anwalt,directive_2013_48_eu_en.txt
solche Mitteilungen,praktisch machen,stattfinden,directive_2013_48_eu_en.txt
solche Vereinbarungen,geregelt durch nationale,nationales Gesetz,directive_2013_48_eu_en.txt
gesuchte Personen,implizieren,aus denen,directive_2013_48_eu_en.txt
Sie,Satz,vorubergehende Ausnahmeregelungen,directive_2013_48_eu_en.txt
vorubergehende Ausnahmen,proportional sein,des Verfahrens,directive_2013_48_eu_en.txt
keine Entscheidung,sicherstellen,wahrend der Probephase,directive_2013_48_eu_en.txt
sofern sie,in der Lage sein,auf das Recht zu verzichten,directive_2013_48_eu_en.txt
spezifische Bedingungen,hineingebracht,Ihr Alter,directive_2013_48_eu_en.txt
Es,notiert,des Mitgliedsstaates,directive_2013_48_eu_en.txt
Mitgliedsstaaten,fuhren zu,Verwaltungsaufwand,directive_2013_48_eu_en.txt
wenn richtig,notig sein,wahrend der Periode,directive_2013_48_eu_en.txt
-,Personen Gegenstand,Europaischer Haftbefehl,directive_2013_48_eu_en.txt
Ihnen erlauben,haben,im Rahmenbeschluss,directive_2013_48_eu_en.txt
wo Anwalt,Information,im Mitgliedsstaat,directive_2013_48_eu_en.txt
WHO,enthalten,Falle von Europaischen Haftbefehlen,directive_2013_48_eu_en.txt
zustandige Anwaltskammer,Anfrage,Ziehungsliste,directive_2013_48_eu_en.txt
-,47,-,directive_2013_48_eu_en.txt
Ubergabeverfahren,ist entscheidend,zwischen den Mitgliedsstaaten,directive_2013_48_eu_en.txt
Beachtung,ist bedeutsam,eine so wichtige Zusammenarbeit,directive_2013_48_eu_en.txt
Zeitbegrenzungen,respektierte,Europaisches Haftbefehlsverfahren,directive_2013_48_eu_en.txt
Angeklagter wer,untermauert,der Gerechtigkeit,directive_2013_48_eu_en.txt
Rechte sichern,erleichtern,geeignete Massnahmen ergreifen,directive_2013_48_eu_en.txt
52 Richtlinie,halt an,der Verteidigung,directive_2013_48_eu_en.txt
Richtlinie,Implementiert in,mit Rechten,directive_2013_48_eu_en.txt
wo sie,sicherstellen,der Menschenrechte,directive_2013_48_eu_en.txt
54 Richtlinie,Satze,Mindestregeln,directive_2013_48_eu_en.txt
Mitgliedsstaaten,erweitern,des Schutzes,directive_2013_48_eu_en.txt
Mindestregeln,bilden,Das,directive_2013_48_eu_en.txt
eben,unterschreiten,der Menschenrechte,directive_2013_48_eu_en.txt
Richtlinie,fordert,Kinder geschenkt,directive_2013_48_eu_en.txt
solchen Verzicht,stellt sicher,unter Weisung,directive_2013_48_eu_en.txt
ist Inhaber,benachrichtigt,mit Grunden,directive_2013_48_eu_en.txt
geeigneter Erwachsener,informiert,als relativ,directive_2013_48_eu_en.txt
Das,ohne sein,zu Bestimmungen,directive_2013_48_eu_en.txt
welche,anwenden,der Menschenrechte,directive_2013_48_eu_en.txt
Das,einstellen,Richtlinie,directive_2013_48_eu_en.txt
Rechte,sicherstellen,des Verfahrens,directive_2013_48_eu_en.txt
belastende voreingenommene Aussagen,musste,zur Uberzeugung,directive_2013_48_eu_en.txt
wo Zugang,ohne sein,ernstes Verbrechen,directive_2013_48_eu_en.txt
vorhandene Beweise,ohne sein,solche Beweise,directive_2013_48_eu_en.txt
"diejenigen, die",-,des Kindes,directive_2013_48_eu_en.txt
sind wer,unterlassen,Umstande,directive_2013_48_eu_en.txt
angewandtes Kind,ohne Kontakt zur Aussenwelt festgehalten,von Kindern,directive_2013_48_eu_en.txt
-,56,-,directive_2013_48_eu_en.txt
1 Mitgliedsstaaten,unternommen,nationale Umsetzungsinstrumente,directive_2013_48_eu_en.txt
Ubertragung,uberlegt,solche Dokumente,directive_2013_48_eu_en.txt
Union,adoptieren,5 Tage,directive_2013_48_eu_en.txt
daruber hinaus,weitergehen,Ziele erreichen,directive_2013_48_eu_en.txt
Mitgliedsstaaten,nehmen,seine Anwendung,directive_2013_48_eu_en.txt
Danemark,nehmen,seine Anwendung,directive_2013_48_eu_en.txt
-,angenommen,Richtlinie,directive_2013_48_eu_en.txt
dritte Seite,legt,der Freiheit,directive_2013_48_eu_en.txt
von ihnen,gilt fur,der Freiheit beraubt,directive_2013_48_eu_en.txt
verdachtige Person,gilt bis,der Berufung,directive_2013_48_eu_en.txt
Richtlinie,gilt fur,mit Artikel,directive_2013_48_eu_en.txt
Angeklagter wer,gilt,Strafverfolgungsbehorde,directive_2013_48_eu_en.txt
Richtlinie,gelten,Strafsachen,directive_2013_48_eu_en.txt
-,-,der Europaischen Union,directive_2013_48_eu_en.txt
verdachtige Person,anwenden,Strafverfahren,directive_2013_48_eu_en.txt
-,Artikel,der Kriminalitat,directive_2013_48_eu_en.txt
Personen zulassen,sicherstellen,der Verteidigung,directive_2013_48_eu_en.txt
allgemeine Informationen,bemuhen,durch Verdachtige,directive_2013_48_eu_en.txt
2 Verdachtige,haben,unangemessene Verzogerung,directive_2013_48_eu_en.txt
Sie,3,vor Gericht,directive_2013_48_eu_en.txt
ihr Anwalt,mit sich bringen,Angeklagte haben Recht,directive_2013_48_eu_en.txt
verdachtige Person,sicherstellen,Gesetz,directive_2013_48_eu_en.txt
macht es,abweichen,der Freiheit,directive_2013_48_eu_en.txt
Sofortmassnahme,abweichen,Strafverfahren,directive_2013_48_eu_en.txt
Vertraulichkeit der Mitgliedstaaten,respektieren,unter Weisung,directive_2013_48_eu_en.txt
solche Kommunikation,enthalten,nationales Gesetz,directive_2013_48_eu_en.txt
dritte Person,Artikel,der Freiheit,directive_2013_48_eu_en.txt
Sie,sicherstellen,unangemessene Verzogerung,directive_2013_48_eu_en.txt
geeigneter Fall fur Erwachsene,sicherstellen,des Kindes,directive_2013_48_eu_en.txt
Person,berucksichtigt,18 Jahre,directive_2013_48_eu_en.txt
. Mitgliedsstaaten,Kation von,zwingende Grunde,directive_2013_48_eu_en.txt
2 Verdachtige,haben,von Verdachtigen,directive_2013_48_eu_en.txt
Rechte,durch nationale geregelt,wofur,directive_2013_48_eu_en.txt
Strafverfahren,Ist,Vorbeugen ist eine notwendige Situation,directive_2013_48_eu_en.txt
Behorde,sicherstellen,des Kindes,directive_2013_48_eu_en.txt
-,basierend,des Verfahrens,directive_2013_48_eu_en.txt
-,Artikel,Dritte Personen,directive_2013_48_eu_en.txt
Angeklagter wer,sicherstellen,nominierte sie,directive_2013_48_eu_en.txt
Entscheidung,autorisiert,gerichtliche Uberprufung,directive_2013_48_eu_en.txt
begrundete Entscheidung,verzeichnet,des Mitgliedsstaates,directive_2013_48_eu_en.txt
. Mitgliedsstaaten,Grenze,zwingende Anforderungen,directive_2013_48_eu_en.txt
Entscheidung,.,gerichtliche Uberprufung,directive_2013_48_eu_en.txt
-,Artikel,Konsularbehorden,directive_2013_48_eu_en.txt
Sie,sicherstellen,mit Autoritaten,directive_2013_48_eu_en.txt
Sie,wahlen,mit denen,directive_2013_48_eu_en.txt
b Verzicht,sicherstellen,der Europaischen Union,directive_2013_48_eu_en.txt
Verzicht,notiert,des Mitgliedsstaates,directive_2013_48_eu_en.txt
Sie,sicherstellen,uber die Moglichkeit,directive_2013_48_eu_en.txt
Es,haben,von Moment an,directive_2013_48_eu_en.txt
-,l,ausstellender Mitgliedstaat,directive_2013_48_eu_en.txt
zustandige Behorde,bieten,bei der Anwaltsbestellung,directive_2013_48_eu_en.txt
Person,ist ohne,im Rahmenbeschluss,directive_2013_48_eu_en.txt
-,Artikel,Europaisches Haftbefehlsverfahren,directive_2013_48_eu_en.txt
welche,ist ohne,mit Charter,directive_2013_48_eu_en.txt
gesuchte Person,sicherstellen,Europaischer Haftbefehl,directive_2013_48_eu_en.txt
ihr Anwalt,haben,Justizbehorde,directive_2013_48_eu_en.txt
vorubergehende Ausnahmeregelung,Rechte,ausfuhrender Mitgliedstaat,directive_2013_48_eu_en.txt
Sie,informieren,ausstellender Mitgliedstaat,directive_2013_48_eu_en.txt
Rolle,Ist,im Rahmenbeschluss,directive_2013_48_eu_en.txt
Verdachtige,sicherstellen,unter Weisung,directive_2013_48_eu_en.txt
3(6 Rechte,sicherstellen,des Verfahrens,directive_2013_48_eu_en.txt
besondere Bedurfnisse,sicherstellen,der Richtlinie,directive_2013_48_eu_en.txt
-,Klausel,-,directive_2013_48_eu_en.txt
welche,ausgelegt als,des Schutzes,directive_2013_48_eu_en.txt
zustandige Behorde,informieren,kompetent 1,directive_2013_48_eu_en.txt
Mitgliedsstaaten,bringen in,27. November,directive_2013_48_eu_en.txt
Sie,informieren,sofort in Auftrag geben,directive_2013_48_eu_en.txt
Sie,enthalten,offizielle Veroffentlichung,directive_2013_48_eu_en.txt
Methoden,gelegt,Mitgliedsstaaten,directive_2013_48_eu_en.txt
Sie,kommunizieren,abgedeckte Richtlinie,directive_2013_48_eu_en.txt
Mitgliedsstaaten,einreichen,Gesetzesvorschlage,directive_2013_48_eu_en.txt
Richtlinie,eintreten in,der Europaischen Union,directive_2013_48_eu_en.txt
18 Adressaten,adressiert an,mit Vertragen,directive_2013_48_eu_en.txt
-,erledigt bei,in Strassburg,directive_2013_48_eu_en.txt
