en_Subject,en_Predicate,en_Object,Triple_ID
such authorities,exercised by diplomatic,consular authorities,directive_2013_48_eu_en.txt
requested persons,have,executing member state,directive_2013_48_eu_en.txt
where meeting,make practical,between lawyer,directive_2013_48_eu_en.txt
such communi cation,be possible,with lawyer,directive_2013_48_eu_en.txt
such communications,make practical,take place,directive_2013_48_eu_en.txt
such arrangements,governed by national,national law,directive_2013_48_eu_en.txt
requested persons,imply,from which,directive_2013_48_eu_en.txt
they,set,temporary deroga tions,directive_2013_48_eu_en.txt
temporary derogations,be proportional,of proceedings,directive_2013_48_eu_en.txt
not decision,ensure,during trial stage,directive_2013_48_eu_en.txt
provided they,be able,of waiving right,directive_2013_48_eu_en.txt
specific conditions,taken into,their age,directive_2013_48_eu_en.txt
it,noted,of member state,directive_2013_48_eu_en.txt
member states,lead to,administrative burden,directive_2013_48_eu_en.txt
when right,be necessary,during period,directive_2013_48_eu_en.txt
-,persons subject,european arrest warrant,directive_2013_48_eu_en.txt
allow them,have,under framework decision,directive_2013_48_eu_en.txt
where lawyer,information,in member state,directive_2013_48_eu_en.txt
who,include,european arrest warrant cases,directive_2013_48_eu_en.txt
appropriate bar association,request,draw list,directive_2013_48_eu_en.txt
-,47,-,directive_2013_48_eu_en.txt
surrender procedure,is crucial,between member states,directive_2013_48_eu_en.txt
observance,is essential,such essential cooperation,directive_2013_48_eu_en.txt
time limits,respected,european arrest warrant proceedings,directive_2013_48_eu_en.txt
accused who,underpins,of justice,directive_2013_48_eu_en.txt
ensure rights,facilitate,taking appropriate taking steps,directive_2013_48_eu_en.txt
52 directive,upholds,of defence,directive_2013_48_eu_en.txt
directive,implemented in,with rights,directive_2013_48_eu_en.txt
where they,ensure,of human rights,directive_2013_48_eu_en.txt
54 directive,sets,minimum rules,directive_2013_48_eu_en.txt
member states,extend,of protection,directive_2013_48_eu_en.txt
minimum rules,constitute,that,directive_2013_48_eu_en.txt
level,fall below,of human rights,directive_2013_48_eu_en.txt
directive,promotes,given children,directive_2013_48_eu_en.txt
such waiver,ensures,under directive,directive_2013_48_eu_en.txt
is holder,notified,with reasons,directive_2013_48_eu_en.txt
suitable adult,informed,as relative,directive_2013_48_eu_en.txt
this,be without,to provisions,directive_2013_48_eu_en.txt
which,apply,of human rights,directive_2013_48_eu_en.txt
that,put in,directive,directive_2013_48_eu_en.txt
rights,ensure,of proceedings,directive_2013_48_eu_en.txt
incriminating prejudiced statements,had to,for conviction,directive_2013_48_eu_en.txt
where access,be without,serious crime,directive_2013_48_eu_en.txt
existing evidence,be without,such evidence,directive_2013_48_eu_en.txt
those that,-,of child,directive_2013_48_eu_en.txt
are who,refrain from,circum stances,directive_2013_48_eu_en.txt
applied child,held incommunicado,of children,directive_2013_48_eu_en.txt
-,56,-,directive_2013_48_eu_en.txt
1 member states,undertaken,national transposition instruments,directive_2013_48_eu_en.txt
transmission,considers,such documents,directive_2013_48_eu_en.txt
union,adopt,5 teu,directive_2013_48_eu_en.txt
beyond what,go beyond,achieve objectives,directive_2013_48_eu_en.txt
member states,taking,its appli cation,directive_2013_48_eu_en.txt
denmark,taking,its application,directive_2013_48_eu_en.txt
-,adopted,directive,directive_2013_48_eu_en.txt
third party,lays,of liberty,directive_2013_48_eu_en.txt
of they,applies to,deprived of deprived liberty,directive_2013_48_eu_en.txt
suspect person,applies until,of appeal,directive_2013_48_eu_en.txt
directive,applies to,with article,directive_2013_48_eu_en.txt
accused who,applies,law enforcement authority,directive_2013_48_eu_en.txt
directive,apply to,criminal matters,directive_2013_48_eu_en.txt
-,-,of european union,directive_2013_48_eu_en.txt
suspect person,apply,criminal proceedings,directive_2013_48_eu_en.txt
-,article,of crime,directive_2013_48_eu_en.txt
allow persons,ensure,of defence,directive_2013_48_eu_en.txt
general information,endeavour,by suspects,directive_2013_48_eu_en.txt
2 suspects,have,undue delay,directive_2013_48_eu_en.txt
they,3,before court,directive_2013_48_eu_en.txt
their lawyer,entail,accused have right,directive_2013_48_eu_en.txt
suspect person,ensure,act,directive_2013_48_eu_en.txt
makes it,derogate from,of liberty,directive_2013_48_eu_en.txt
immediate action,derogate from,criminal proceedings,directive_2013_48_eu_en.txt
confidentiality member states,respect,under directive,directive_2013_48_eu_en.txt
such communication,include,national law,directive_2013_48_eu_en.txt
third person,article,of liberty,directive_2013_48_eu_en.txt
they,ensure,undue delay,directive_2013_48_eu_en.txt
appropriate case adult,ensure,of child,directive_2013_48_eu_en.txt
person,considered,18 years,directive_2013_48_eu_en.txt
. member states,cation of,compelling reasons,directive_2013_48_eu_en.txt
2 suspects,have,of suspects,directive_2013_48_eu_en.txt
rights,regulated by national,for which,directive_2013_48_eu_en.txt
criminal proceedings,is,prevent is necessary situation,directive_2013_48_eu_en.txt
authority,ensure,of child,directive_2013_48_eu_en.txt
-,based,of proceedings,directive_2013_48_eu_en.txt
-,article,third persons,directive_2013_48_eu_en.txt
accused who,ensure,nominated them,directive_2013_48_eu_en.txt
decision,authorised,judicial review,directive_2013_48_eu_en.txt
reasoned decision,recorded,of member state,directive_2013_48_eu_en.txt
. member states,limit,imperative requirements,directive_2013_48_eu_en.txt
decision,.,judicial review,directive_2013_48_eu_en.txt
-,article,consular authorities,directive_2013_48_eu_en.txt
they,ensure,with auth orities,directive_2013_48_eu_en.txt
they,choose,with whom,directive_2013_48_eu_en.txt
b waiver,ensure,of european union,directive_2013_48_eu_en.txt
waiver,noted,of member state,directive_2013_48_eu_en.txt
they,ensure,about possibility,directive_2013_48_eu_en.txt
it,have,from moment,directive_2013_48_eu_en.txt
-,l,issuing member state,directive_2013_48_eu_en.txt
competent authority,provide,in appointing lawyer,directive_2013_48_eu_en.txt
person,is without,under framework decision,directive_2013_48_eu_en.txt
-,article,european arrest warrant proceedings,directive_2013_48_eu_en.txt
which,is without,with charter,directive_2013_48_eu_en.txt
requested person,ensure,european arrest warrant,directive_2013_48_eu_en.txt
their lawyer,have,judicial authority,directive_2013_48_eu_en.txt
temporary derogation,rights,executing member state,directive_2013_48_eu_en.txt
they,inform,issuing member state,directive_2013_48_eu_en.txt
role,is,under framework decision,directive_2013_48_eu_en.txt
suspects,ensure,under directive,directive_2013_48_eu_en.txt
3(6 rights,ensure,of proceedings,directive_2013_48_eu_en.txt
particular needs,ensure,of directive,directive_2013_48_eu_en.txt
-,clause,-,directive_2013_48_eu_en.txt
which,construed as,of protection,directive_2013_48_eu_en.txt
competent authority,inform,competent 1,directive_2013_48_eu_en.txt
member states,bring into,27 november,directive_2013_48_eu_en.txt
they,inform,immediately commission,directive_2013_48_eu_en.txt
they,contain,official publication,directive_2013_48_eu_en.txt
methods,laid,member states,directive_2013_48_eu_en.txt
they,communicate to,covered directive,directive_2013_48_eu_en.txt
member states,submit,legislative proposals,directive_2013_48_eu_en.txt
directive,enter into,of european union,directive_2013_48_eu_en.txt
18 addressees,addressed to,with treaties,directive_2013_48_eu_en.txt
-,done at,at strasbourg,directive_2013_48_eu_en.txt
-,president for,for council,directive_2013_48_eu_en.txt
