fr_Subject,fr_Predicate,fr_Object,Triple_ID
telle qui,veille,celle-ci assistance,Directive_2010_64_EU_fr.pdf
qui,qualite suffisante,exercer droits,Directive_2010_64_EU_fr.pdf
-,Droit,-,Directive_2010_64_EU_fr.pdf
poursuivies qui,veillent,defense caractere,Directive_2010_64_EU_fr.pdf
-,figurent,essentiels decision,Directive_2010_64_EU_fr.pdf
autre document,decident,-,Directive_2010_64_EU_fr.pdf
suspects,peuvent,juridique presenter demande,Directive_2010_64_EU_fr.pdf
qui,obligatoire,leur,Directive_2010_64_EU_fr.pdf
se plaindre se qualite,veillent,pas garantir caractere,Directive_2010_64_EU_fr.pdf
laquelle il,veille,pas langue,Directive_2010_64_EU_fr.pdf
-,Journal officiel,-,Directive_2010_64_EU_fr.pdf
condition fournis traduction,peuvent,pas atteinte,Directive_2010_64_EU_fr.pdf
renonciationment celle-ci,doivent,-,Directive_2010_64_EU_fr.pdf
qui,qualite suffisante,exercer droits,Directive_2010_64_EU_fr.pdf
-,-,-,Directive_2010_64_EU_fr.pdf
2 que soit issue,quelle,membres frais,Directive_2010_64_EU_fr.pdf
-,.,-,Directive_2010_64_EU_fr.pdf
assurer interpretation,prennent,fournies correspondent,Directive_2010_64_EU_fr.pdf
ci etats,efforcent,possedant qualifica,Directive_2010_64_EU_fr.pdf
fois etablis fois registres,mis,-,Directive_2010_64_EU_fr.pdf
membres interpretes,veillent,tenus respecter confidentialite,Directive_2010_64_EU_fr.pdf
union etats,-,afin communication,Directive_2010_64_EU_fr.pdf
8 existence,veillent,fait objet,Directive_2010_64_EU_fr.pdf
disposition,saurait,procurant limitant niveau,Directive_2010_64_EU_fr.pdf
etats,mettent,membres dispositions,Directive_2010_64_EU_fr.pdf
etats,communiquent,membres texte,Directive_2010_64_EU_fr.pdf
celles-ci,contiennent,reference,Directive_2010_64_EU_fr.pdf
modalites,arretees,-,Directive_2010_64_EU_fr.pdf
presente se rapport,presente,pris dispositions,Directive_2010_64_EU_fr.pdf
presente directive,entre,publication journal,Directive_2010_64_EU_fr.pdf
-,Journal officiel,-,Directive_2010_64_EU_fr.pdf
etats,destinataires,-,Directive_2010_64_EU_fr.pdf
-,Fait,-,Directive_2010_64_EU_fr.pdf
-,president,-,Directive_2010_64_EU_fr.pdf
-,president,o.,Directive_2010_64_EU_fr.pdf
-,Journal officiel,-,Directive_2010_64_EU_fr.pdf
-,-,-,Directive_2012_13_EU_fr.pdf
suit union,PARLEMENT EUROPEEN,maintenir objectif espace,Directive_2012_13_EU_fr.pdf
union donne renforce,devrait,faciliteraient cooperation,Directive_2012_13_EU_fr.pdf
tampere conseil,adopte,destine mettre principe,Directive_2012_13_EU_fr.pdf
programme reconnaissance,indique,mutuelle renforcer cooperation,Directive_2012_13_EU_fr.pdf
mise,presuppose,penales confiance,Directive_2012_13_EU_fr.pdf
figurent mecanismes,depend,faciliter application,Directive_2012_13_EU_fr.pdf
membres equivalentes qui,peut,implique confiance,Directive_2012_13_EU_fr.pdf
denommee charte ar,consacrent,cedh droit,Directive_2012_13_EU_fr.pdf
article,garantit,charte respect,Directive_2012_13_EU_fr.pdf
article,consa,cedhcrent droit,Directive_2012_13_EU_fr.pdf
cedh qui,peuvent,ne exceder celles,Directive_2012_13_EU_fr.pdf
adhesion,montre,toujours assurer degre,Directive_2012_13_EU_fr.pdf
renforcement,exige,mutuelle regles,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
article,prevoit,ayant que dimen,Directive_2012_13_EU_fr.pdf
lesquels regles,vise,droits,Directive_2012_13_EU_fr.pdf
membres qui,devraient,communes accroitre confiance,Directive_2012_13_EU_fr.pdf
droit,devrait,penales faire objet,Directive_2012_13_EU_fr.pdf
2009 conseil,.,visant renforcer droits,Directive_2012_13_EU_fr.pdf
poursuivies qui,demandait,route adoption,Directive_2012_13_EU_fr.pdf
implique il,souligne,-,Directive_2012_13_EU_fr.pdf
composantes elle,mises,donnera toute donnera mesure,Directive_2012_13_EU_fr.pdf
ouverte qui,.,sert citoyens,Directive_2012_13_EU_fr.pdf
autres questions,soulignait,meilleure abordees cooperation,Directive_2012_13_EU_fr.pdf
premiere mesure,.,-,Directive_2012_13_EU_fr.pdf
presente directive,concerne,mesure,Directive_2012_13_EU_fr.pdf
elle,fixe,renforcer confiance,Directive_2012_13_EU_fr.pdf
tels ils,appuie,loppant s' articles,Directive_2012_13_EU_fr.pdf
directive terme,utilise,meme concept,Directive_2012_13_EU_fr.pdf
elle,annonce,concernant informations,Directive_2012_13_EU_fr.pdf
que s' appliquer statut,devrait,-,Directive_2012_13_EU_fr.pdf
membres autorite,competente,penale sanctionner infractions,Directive_2012_13_EU_fr.pdf
courantes s' agir qui,peut,-,Directive_2012_13_EU_fr.pdf
competente elle,excessif,garantisse ensemble,Directive_2012_13_EU_fr.pdf
presente directive,devrait,pliquer qu' appliquer procedure,Directive_2012_13_EU_fr.pdf
proceduraux qui,devrait,-,Directive_2012_13_EU_fr.pdf
presente directive,devraient,procedure le,Directive_2012_13_EU_fr.pdf
droits informations,devraient,afin exercice,Directive_2012_13_EU_fr.pdf
presente directive,etablit,regles,Directive_2012_13_EU_fr.pdf
tels ils,entend,autres droits,Directive_2012_13_EU_fr.pdf
communiquees autorites,devraient,pas tenues les,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
affaire disposition,exigent,national l',Directive_2012_13_EU_fr.pdf
penale suspects,devraient,tion references ou,Directive_2012_13_EU_fr.pdf
recouvrent droits,devraient,que,Directive_2012_13_EU_fr.pdf
arretee fournie elle,devrait,-,Directive_2012_13_EU_fr.pdf
tel la droit,devrait,detention mise,Directive_2012_13_EU_fr.pdf
droits modele,figure,membres rediger declaration,Directive_2012_13_EU_fr.pdf
toutes fois mesures,fourni,indicatif faire objet,Directive_2012_13_EU_fr.pdf
declaration,peut,autres inclure droits,Directive_2012_13_EU_fr.pdf
autre personne,conditions,-,Directive_2012_13_EU_fr.pdf
route exercice,devrait,pas porter atteinte,Directive_2012_13_EU_fr.pdf
presente directive,entend,concernant securite,Directive_2012_13_EU_fr.pdf
ils,devraient,langue echeant qu',Directive_2012_13_EU_fr.pdf
particulierement attentives qui,devraient,peuvent comprendre contenu,Directive_2012_13_EU_fr.pdf
personnes,devraient,caractere,Directive_2012_13_EU_fr.pdf
sanctionne ils,devraient,competente plus tard prejudice,Directive_2012_13_EU_fr.pdf
telle description,devrait,dure exercice,Directive_2012_13_EU_fr.pdf
communique cela,devrait,permettre exercice,Directive_2012_13_EU_fr.pdf
auto plus tardrite,devraient,contester legalite,Directive_2012_13_EU_fr.pdf
poursuivie qui,devrait,question inclure acces,Directive_2012_13_EU_fr.pdf
pieces,peuvent,-,Directive_2012_13_EU_fr.pdf
tiers refus,peut,preserver interet,Directive_2012_13_EU_fr.pdf
refus,doit,tenant apprecie compte,Directive_2012_13_EU_fr.pdf
restrictions,devraient,-,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
-,.,-,Directive_2012_13_EU_fr.pdf
droit,devrait,-,Directive_2012_13_EU_fr.pdf
acces,devrait,prevoyant gratuit paiement,Directive_2012_13_EU_fr.pdf
presente autorites,devraient,nouveaux mecanismes,Directive_2012_13_EU_fr.pdf
autorites,devraient,pieces,Directive_2012_13_EU_fr.pdf
droit,oblige,permettant contestation,Directive_2012_13_EU_fr.pdf
union etats,devraient,membres offrir dispense,Directive_2012_13_EU_fr.pdf
etats,devraient,presente directive,Directive_2012_13_EU_fr.pdf
mise,pourrait,ayant compris connaissance,Directive_2012_13_EU_fr.pdf
droit,.,-,Directive_2012_13_EU_fr.pdf
personnes modele,figure,membres rediger declaration,Directive_2012_13_EU_fr.pdf
toutes fois mesures,fourni,indicatif faire objet,Directive_2012_13_EU_fr.pdf
presente directive,etablit,regles,Directive_2012_13_EU_fr.pdf
elle,peuvent,situations qu',Directive_2012_13_EU_fr.pdf
telles inferieur elles,devrait,-,Directive_2012_13_EU_fr.pdf
presente directive,respecte,fondamentaux principes,Directive_2012_13_EU_fr.pdf
elle,tend,notamment promouvoir droit,Directive_2012_13_EU_fr.pdf
elle,devrait,-,Directive_2012_13_EU_fr.pdf
tels interpretees ils,devraient,-,Directive_2012_13_EU_fr.pdf
union atteint celle-ci,peut,prendre mesures,Directive_2012_13_EU_fr.pdf
qui,excede,atteindre objectif,Directive_2012_13_EU_fr.pdf
europeenne etats,notifie,membres souhait,Directive_2012_13_EU_fr.pdf
europeenne er danemark,FR,-,Directive_2012_13_EU_fr.pdf
-,JO,-,Directive_2012_13_EU_fr.pdf
presente directive,definit,concernant droit,Directive_2012_13_EU_fr.pdf
elle,definit,faisant objet,Directive_2012_13_EU_fr.pdf
savoir deter suspect,applique,poursuivie commis infraction,Directive_2012_13_EU_fr.pdf
presente directive,applique,sanctions faire objet,Directive_2012_13_EU_fr.pdf
-,.,-,Directive_2012_13_EU_fr.pdf
tels ils,veillent,permettre s' appliquent exercice,Directive_2012_13_EU_fr.pdf
-,a,-,Directive_2012_13_EU_fr.pdf
-,droit,-,Directive_2012_13_EU_fr.pdf
-,droit,-,Directive_2012_13_EU_fr.pdf
e,-,garder silence,Directive_2012_13_EU_fr.pdf
membres informations,veillent,tenant compte,Directive_2012_13_EU_fr.pdf
-,Declaration,-,Directive_2012_13_EU_fr.pdf
poursuivies qui,veillent,rapidement declaration,Directive_2012_13_EU_fr.pdf
ils,mis,duree garder ou,Directive_2012_13_EU_fr.pdf
tels ils,contient,article informations,Directive_2012_13_EU_fr.pdf
-,a,-,Directive_2012_13_EU_fr.pdf
-,droit,informer autorites,Directive_2012_13_EU_fr.pdf
-,c,-,Directive_2012_13_EU_fr.pdf
lesquels suspects,-,-,Directive_2012_13_EU_fr.pdf
declaration,contient,detention mise,Directive_2012_13_EU_fr.pdf
declaration,redigee,-,Directive_2012_13_EU_fr.pdf
modele,figure,-,Directive_2012_13_EU_fr.pdf
ils,veillent,langue qu',Directive_2012_13_EU_fr.pdf
ils,informes,langue qu',Directive_2012_13_EU_fr.pdf
ils,transmise,comprennent leur,Directive_2012_13_EU_fr.pdf
-,Declaration,-,Directive_2012_13_EU_fr.pdf
membres personnes,veillent,mettant decision,Directive_2012_13_EU_fr.pdf
declaration,redigee,-,Directive_2012_13_EU_fr.pdf
modele,figure,-,Directive_2012_13_EU_fr.pdf
-,.,-,Directive_2012_13_EU_fr.pdf
sanctionne ils,veillent,-,Directive_2012_13_EU_fr.pdf
informations,communiquees,procedure exercice,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
sanctionne compris ils,veillent,-,Directive_2012_13_EU_fr.pdf
juridiction,veillent,moment plus tard ou,Directive_2012_13_EU_fr.pdf
cle cela,veillent,garantir caractere,Directive_2012_13_EU_fr.pdf
-,Droit,-,Directive_2012_13_EU_fr.pdf
competentes qui,veillent,national legalite,Directive_2012_13_EU_fr.pdf
poursuivies qui,veillent,procedure defense,Directive_2012_13_EU_fr.pdf
au plus tard juridiction,accorde,permettre exer,Directive_2012_13_EU_fr.pdf
utile elles,autorisent,acces,Directive_2012_13_EU_fr.pdf
lequel procedure,peut,cours atteinte,Directive_2012_13_EU_fr.pdf
national decision,veillent,refuser acces,Directive_2012_13_EU_fr.pdf
acces,accorde,-,Directive_2012_13_EU_fr.pdf
-,Verification,-,Directive_2012_13_EU_fr.pdf
membres informations,veillent,-,Directive_2012_13_EU_fr.pdf
eventuel autorites,veillent,pas fournir informations,Directive_2012_13_EU_fr.pdf
union etats,-,penales dispenser forma,Directive_2012_13_EU_fr.pdf
membre qui,saurait,procurent niveau,Directive_2012_13_EU_fr.pdf
etats,mettent,membres dispositions,Directive_2012_13_EU_fr.pdf
etats,transmettent,membres texte,Directive_2012_13_EU_fr.pdf
celles-ci,contiennent,reference,Directive_2012_13_EU_fr.pdf
modalites,arretees,-,Directive_2012_13_EU_fr.pdf
presente se rapport,presente,pris dispositions,Directive_2012_13_EU_fr.pdf
presente directive,entre,publication journal,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
etats,destinataires,-,Directive_2012_13_EU_fr.pdf
-,Fait,-,Directive_2012_13_EU_fr.pdf
-,president,n.,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
-,Modele indicatif,-,Directive_2012_13_EU_fr.pdf
modele,a,nationales rediger declaration,Directive_2012_13_EU_fr.pdf
etats,tenus,pas utiliser modele,Directive_2012_13_EU_fr.pdf
droits etats,peuvent,autres informations,Directive_2012_13_EU_fr.pdf
declaration,doit,-,Directive_2012_13_EU_fr.pdf
cela,empeche,poursuivies remettre informations,Directive_2012_13_EU_fr.pdf
juridique vous,avez,droit,Directive_2012_13_EU_fr.pdf
avocat,independant,-,Directive_2012_13_EU_fr.pdf
-,Demandez,prendre contact,Directive_2012_13_EU_fr.pdf
cas assistance,peut,-,Directive_2012_13_EU_fr.pdf
-,Demandez,informations,Directive_2012_13_EU_fr.pdf
on,-,vous,Directive_2012_13_EU_fr.pdf
competentes vous,avez,droit,Directive_2012_13_EU_fr.pdf
vous entretenir il,peut,ne reveler information,Directive_2012_13_EU_fr.pdf
vous,avez,autorisant compris arres,Directive_2012_13_EU_fr.pdf
cas vous,pouvez,recevoir traduction,Directive_2012_13_EU_fr.pdf
-,DROIT,garder silence,Directive_2012_13_EU_fr.pdf
competentes vous,tenu,-,Directive_2012_13_EU_fr.pdf
-,Demandez,prendre decision,Directive_2012_13_EU_fr.pdf
essentiels vous,avez,contester arrestation,Directive_2012_13_EU_fr.pdf
affaire,avez,avoir acces,Directive_2012_13_EU_fr.pdf
-,PREVENIR,consulat,Directive_2012_13_EU_fr.pdf
souhaitez tiers,devez,-,Directive_2012_13_EU_fr.pdf
cas droit,peut,prevenir tiers,Directive_2012_13_EU_fr.pdf
cas police,mesure,en,Directive_2012_13_EU_fr.pdf
souhaitez autorite,dites,-,Directive_2012_13_EU_fr.pdf
dire egalement dire vous,Veuillez,souhaitez prendre contact,Directive_2012_13_EU_fr.pdf
-,ASSISTANCE MEDICALE,-,Directive_2012_13_EU_fr.pdf
arrete vous,avez,droit,Directive_2012_13_EU_fr.pdf
dire vous,Veuillez,avez besoin,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
arrestation vous,pouvez,... indiquer nombre,Directive_2012_13_EU_fr.pdf
qui,devez,-,Directive_2012_13_EU_fr.pdf
-,Demandez,mise,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
-,Modele indicatif,-,Directive_2012_13_EU_fr.pdf
modele,a,nationales rediger declaration,Directive_2012_13_EU_fr.pdf
etats,tenus,pas utiliser modele,Directive_2012_13_EU_fr.pdf
droits etats,peuvent,autres informations,Directive_2012_13_EU_fr.pdf
vous,arrete,-,Directive_2012_13_EU_fr.pdf
vous,beneficiez,-,Directive_2012_13_EU_fr.pdf
-,INFORMATIONS,-,Directive_2012_13_EU_fr.pdf
duquel vous,-,avez droit,Directive_2012_13_EU_fr.pdf
-,B.,-,Directive_2012_13_EU_fr.pdf
vous,avez,vous,Directive_2012_13_EU_fr.pdf
avocat,independant,-,Directive_2012_13_EU_fr.pdf
-,Demandez,prendre contact,Directive_2012_13_EU_fr.pdf
cas assistance,peut,-,Directive_2012_13_EU_fr.pdf
-,Demandez,informations,Directive_2012_13_EU_fr.pdf
competentes vous,avez,droit,Directive_2012_13_EU_fr.pdf
vous entretenir il,peut,ne reveler information,Directive_2012_13_EU_fr.pdf
vous,avez,langue que,Directive_2012_13_EU_fr.pdf
cas vous,pouvez,recevoir traduction,Directive_2012_13_EU_fr.pdf
-,POSSIBILITE,-,Directive_2012_13_EU_fr.pdf
consentir qui,avez,vous,Directive_2012_13_EU_fr.pdf
consentement,devrait,accelerer procedure,Directive_2012_13_EU_fr.pdf
-,Ajout possible,modifier decision,Directive_2012_13_EU_fr.pdf
-,Demandez,informations,Directive_2012_13_EU_fr.pdf
pas vous,avez,droit,Directive_2012_13_EU_fr.pdf
-,Journal officiel,-,Directive_2012_13_EU_fr.pdf
directives,-,-,Directive_2013_48_EU_fr.pdf
-,-,informer tiers,Directive_2013_48_EU_fr.pdf
denommee charte ar,-,consacrent droit,Directive_2013_48_EU_fr.pdf
article,garantit,charte respect,Directive_2013_48_EU_fr.pdf
union,donne,maintenir objectif espace,Directive_2013_48_EU_fr.pdf
union renforcement,devrait,legislations cooperation,Directive_2013_48_EU_fr.pdf
europeenne cooperation,.,-,Directive_2013_48_EU_fr.pdf
mise,presuppose,penales confiance,Directive_2013_48_EU_fr.pdf
figurent mecanismes,depend,faciliter application,Directive_2013_48_EU_fr.pdf
adhesion,montre,toujours assurer degre,Directive_2013_48_EU_fr.pdf
membres equivalentes qui,peut,implique confiance,Directive_2013_48_EU_fr.pdf
renforcement,exige,mutuelle regles,Directive_2013_48_EU_fr.pdf
il,requiert,-,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
-,Position,-,Directive_2013_48_EU_fr.pdf
article,prevoit,ayant que dimen,Directive_2013_48_EU_fr.pdf
lesquels regles,vise,droits,Directive_2013_48_EU_fr.pdf
union conduire regles,devraient,egalement supprimer obstacles,Directive_2013_48_EU_fr.pdf
regles,devraient,informer qui concerne tiers,Directive_2013_48_EU_fr.pdf
2009 conseil,.,visant renforcer droits,Directive_2013_48_EU_fr.pdf
poursuivies qui,demandait,route adoption,Directive_2013_48_EU_fr.pdf
implique il,souligne,-,Directive_2013_48_EU_fr.pdf
composantes elle,mis,donnera toute donnera mesure,Directive_2013_48_EU_fr.pdf
ouverte qui,.,sert citoyens,Directive_2013_48_EU_fr.pdf
autres questions,soulignait,meilleure abordees cooperation,Directive_2013_48_EU_fr.pdf
deux mesures,adoptees,-,Directive_2013_48_EU_fr.pdf
presente directive,definit,former tiers,Directive_2013_48_EU_fr.pdf
homme qui,favorise,regulierement normes,Directive_2013_48_EU_fr.pdf
interventions qui,prevoit,obtenir toute puisse obtenir gamme,Directive_2013_48_EU_fr.pdf
egard avocats,devraient,restriction mesure aspects,Directive_2013_48_EU_fr.pdf
equitable procedures,devraient,garantir droit,Directive_2013_48_EU_fr.pdf
poursuivies qui,.,conte informations,Directive_2013_48_EU_fr.pdf
qui,designe,fournir conseils,Directive_2013_48_EU_fr.pdf
membres autorite,competente,penale sanctionner infractions,Directive_2013_48_EU_fr.pdf
courantes s' agir qui,peut,-,Directive_2013_48_EU_fr.pdf
competentes elles,excessif,garantissent ensemblefr,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
-,droits,-,Directive_2013_48_EU_fr.pdf
presente directive,devrait,renvoyer affaire,Directive_2013_48_EU_fr.pdf
membres infractions,considerees,-,Directive_2013_48_EU_fr.pdf
competentes elles,excessif,garantissent ensemble,Directive_2013_48_EU_fr.pdf
presente impo directive,devrait,-,Directive_2013_48_EU_fr.pdf
champ,devrait,concernant garantie,Directive_2013_48_EU_fr.pdf
membres veiller suspects,devraient,avoir acces,Directive_2013_48_EU_fr.pdf
poursuivies ils,devraient,-,Directive_2013_48_EU_fr.pdf
routine suspect,identifie,ouvrir enquete,Directive_2013_48_EU_fr.pdf
confirme jurisprudence,devrait,le,Directive_2013_48_EU_fr.pdf
personne,fait,concrete ou,Directive_2013_48_EU_fr.pdf
interrogatoire,devrait,devient suspect,Directive_2013_48_EU_fr.pdf
poursuivie suspect elle,devrait,pleinement droits,Directive_2013_48_EU_fr.pdf
qui,devraient,les,Directive_2013_48_EU_fr.pdf
etats,peuvent,tenant compte,Directive_2013_48_EU_fr.pdf
etats,peuvent,se deroule se rencontre,Directive_2013_48_EU_fr.pdf
modalites,devraient,rencontrer avocat,Directive_2013_48_EU_fr.pdf
communiquer qui,devraient,les,Directive_2013_48_EU_fr.pdf
communication,peut,rencontrer compris avocat,Directive_2013_48_EU_fr.pdf
afin qui concernenication,peuvent,ait lieu,Directive_2013_48_EU_fr.pdf
modalites,devraient,pas porter atteinte,Directive_2013_48_EU_fr.pdf
presente s' directive,devrait,poursuivies avoir acces,Directive_2013_48_EU_fr.pdf
suspect,devrait,maniere reservee ou,Directive_2013_48_EU_fr.pdf
membres veiller suspects,devraient,aient droit,Directive_2013_48_EU_fr.pdf
dures,devrait,pas atteinte,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
qui,peut,rations,Directive_2013_48_EU_fr.pdf
concerne presence,ont,poursuivies droit,Directive_2013_48_EU_fr.pdf
lesquelles suspect,devraient,au moins comprendre seances,Directive_2013_48_EU_fr.pdf
conditions crime,confrontations,poser questions,Directive_2013_48_EU_fr.pdf
etats,.,concer presence,Directive_2013_48_EU_fr.pdf
modalites,devraient,pas porter atteinte,Directive_2013_48_EU_fr.pdf
preuves cela,devrait,-,Directive_2013_48_EU_fr.pdf
etats,devraient,poursuivies trouver avocat,Directive_2013_48_EU_fr.pdf
assistes ils,devraient,pris dispositions,Directive_2013_48_EU_fr.pdf
suspect,devrait,librement avocat,Directive_2013_48_EU_fr.pdf
moins ils,devraient,procurant assistance,Directive_2013_48_EU_fr.pdf
lesquels suspect,dispositions,pourrait effectuer choix,Directive_2013_48_EU_fr.pdf
dispositions,pourraient,echeant comprendre modalites,Directive_2013_48_EU_fr.pdf
lesquelles suspects,devraient,respecter pleinement respecter normes,Directive_2013_48_EU_fr.pdf
se trouve prive avocat,devrait,concerne pouvoir saisir autorites,Directive_2013_48_EU_fr.pdf
toire etats,cas,avoir peuvent deroger acces,Directive_2013_48_EU_fr.pdf
temporaire autorites,devraient,pas interroger personne,Directive_2013_48_EU_fr.pdf
a moins cela,devraient,permettre communication,Directive_2013_48_EU_fr.pdf
prealable pouvoir deroger il,devraient,atteintes,Directive_2013_48_EU_fr.pdf
autant interrogatoire,peuvent,pas prejudice,Directive_2013_48_EU_fr.pdf
interrogatoire,peut,prevenir atteintes,Directive_2013_48_EU_fr.pdf
recours,porterait,principe atteinte,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
eviter agissent procedure,devraient,essentielles interference,Directive_2013_48_EU_fr.pdf
autant interrogatoire,peuvent,pas prejudice,Directive_2013_48_EU_fr.pdf
interrogatoire,peut,compromettre serieusement compromettre procedure,Directive_2013_48_EU_fr.pdf
recours,porterait,principe atteinte,Directive_2013_48_EU_fr.pdf
poursuivies avocat,fondamentale,defense aspect,Directive_2013_48_EU_fr.pdf
etats,devraient,donc respecter confidentialite,Directive_2013_48_EU_fr.pdf
lesquels avocat,entend,existe elements,Directive_2013_48_EU_fr.pdf
activite,devrait,-,Directive_2013_48_EU_fr.pdf
membres veiller modalites,implique,respectent confidentialite,Directive_2013_48_EU_fr.pdf
pondance autant mecanismes,entend,competentes lire communi,Directive_2013_48_EU_fr.pdf
correspondance,entend,pas accord,Directive_2013_48_EU_fr.pdf
presente directive,devrait,-,Directive_2013_48_EU_fr.pdf
responsabilites qui,devrait,pas porter atteinte,Directive_2013_48_EU_fr.pdf
interesse,devraient,fait objet,Directive_2013_48_EU_fr.pdf
etats,peuvent,concernant application,Directive_2013_48_EU_fr.pdf
modalites,devraient,pas porter atteinte,Directive_2013_48_EU_fr.pdf
temporairement possible cela,devrait,-,Directive_2013_48_EU_fr.pdf
autre abord examiner tiers,devraient,telle derogation,Directive_2013_48_EU_fr.pdf
elles,ont,famille moins qu',Directive_2013_48_EU_fr.pdf
etats,peuvent,membres limiter exercice,Directive_2013_48_EU_fr.pdf
-,eu,-,Directive_2013_48_EU_fr.pdf
exigences,pourraient,proteger victimes,Directive_2013_48_EU_fr.pdf
d' abord examiner suspects,devraient,gent limiter exercice,Directive_2013_48_EU_fr.pdf
personne,peuvent,lieu ou,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
consulaires qui,consacre,avoir acces,Directive_2013_48_EU_fr.pdf
ci,souhaitent,le,Directive_2013_48_EU_fr.pdf
auto exerceerites,peut,-,Directive_2013_48_EU_fr.pdf
directive ils,devraient,faire usage,Directive_2013_48_EU_fr.pdf
derogation,devrait,pas atteinte,Directive_2013_48_EU_fr.pdf
etats,devraient,-,Directive_2013_48_EU_fr.pdf
judiciaire qui,autorisee,autoriser derogation,Directive_2013_48_EU_fr.pdf
-,puisse,-,Directive_2013_48_EU_fr.pdf
directive autant ils,devraient,recu infor,Directive_2013_48_EU_fr.pdf
quees il,devrait,tenu compte,Directive_2013_48_EU_fr.pdf
lesquelles elle,renonciation,-,Directive_2013_48_EU_fr.pdf
-,devraient,-,Directive_2013_48_EU_fr.pdf
cela,devrait,nouveaux mettre mecanismes,Directive_2013_48_EU_fr.pdf
presente il,devrait,revoque renonciation,Directive_2013_48_EU_fr.pdf
confere decision,devraient,leur,Directive_2013_48_EU_fr.pdf
execution avocat,peut,declarations,Directive_2013_48_EU_fr.pdf
avocat,devrait,-,Directive_2013_48_EU_fr.pdf
qui,devraient,les,Directive_2013_48_EU_fr.pdf
etats,peuvent,tenant compte,Directive_2013_48_EU_fr.pdf
dont particulier remise,peuvent,se deroule se rencontre,Directive_2013_48_EU_fr.pdf
dont remise,devraient,demandee rencontrer avocat,Directive_2013_48_EU_fr.pdf
communiquer qui,devraient,les,Directive_2013_48_EU_fr.pdf
communica,devrait,rencontrer compris avocat,Directive_2013_48_EU_fr.pdf
afin qui concernenication,peuvent,ait lieu,Directive_2013_48_EU_fr.pdf
dont remise,devraient,pas porter atteinte,Directive_2013_48_EU_fr.pdf
a moins elles,devraient,organisant assistance,Directive_2013_48_EU_fr.pdf
nelle cas,devraient,-,Directive_2013_48_EU_fr.pdf
dont remise,pourraient,pourraient effectuer choix,Directive_2013_48_EU_fr.pdf
dont fournir remise,devrait,l',Directive_2013_48_EU_fr.pdf
-,avocat,-,Directive_2013_48_EU_fr.pdf
il,pourraient,fait usage,Directive_2013_48_EU_fr.pdf
membres demander ordre,pourraient,competent etablisse liste,Directive_2013_48_EU_fr.pdf
procedure,fondamentale,-,Directive_2013_48_EU_fr.pdf
cooperation,necessite,-,Directive_2013_48_EU_fr.pdf
europeen delais,devraient,exercer pleinement exercer droits,Directive_2013_48_EU_fr.pdf
matiere lequel,a,appliquent appli droit,Directive_2013_48_EU_fr.pdf
qui,devraient,proteger droits,Directive_2013_48_EU_fr.pdf
avocat derogation,devraient,-,Directive_2013_48_EU_fr.pdf
defense declarations,a,fonder condamnation,Directive_2013_48_EU_fr.pdf
penale acces,devrait,concernant infraction,Directive_2013_48_EU_fr.pdf
juridiction produits il,devrait,y ait y appreciation,Directive_2013_48_EU_fr.pdf
-,obligation,accorder attention,Directive_2013_48_EU_fr.pdf
-,base,-,Directive_2013_48_EU_fr.pdf
ministere,devraient,garantir exercice,Directive_2013_48_EU_fr.pdf
presente directive,respecte,droits,Directive_2013_48_EU_fr.pdf
presente direc,devrait,-,Directive_2013_48_EU_fr.pdf
telles elles,-,-,Directive_2013_48_EU_fr.pdf
presente directive,etablit,regles,Directive_2013_48_EU_fr.pdf
etats,peuvent,afin niveau,Directive_2013_48_EU_fr.pdf
judiciaires regles,devrait,pas constituer obstacle,Directive_2013_48_EU_fr.pdf
