fr_Subject,fr_Predicate,fr_Object,Triple_ID
ces regles minimales,devrait egalement eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait eliminer les obstacles a,libre circulation des citoyens,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales,devrait eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales,devrait eliminer les obstacles a,circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait retirer pour,mouvement libre,directive_(eu)_2016_800_en.txt
regles minimales,devrait eliminer les obstacles a,mouvement,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait eliminer les obstacles a,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait eliminer les obstacles a,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait egalement supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement supprimer pour,mouvement,directive_(eu)_2016_800_en.txt
regles minimales,devrait retirer pour,circulation des citoyens,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement supprimer pour,circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement eliminer les obstacles a,mouvement,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait retirer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait retirer pour,libre circulation des citoyens,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait retirer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement supprimer pour,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement supprimer pour,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait eliminer les obstacles a,libre circulation des citoyens,directive_(eu)_2016_800_en.txt
regles minimales,devrait retirer pour,circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait egalement eliminer les obstacles a,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait retirer pour,libre circulation des citoyens sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement supprimer pour,circulation des citoyens,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement supprimer,obstacles,directive_(eu)_2016_800_en.txt
regles minimales,devrait retirer pour,mouvement,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement eliminer les obstacles a,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait retirer pour,libre circulation des citoyens sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait retirer pour,mouvement libre,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait egalement eliminer les obstacles a,mouvement,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,mouvement libre,directive_(eu)_2016_800_en.txt
regles minimales,devrait retirer pour,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,deplacement sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement eliminer les obstacles a,mouvement,directive_(eu)_2016_800_en.txt
regles minimales,devrait egalement supprimer pour,libre circulation sur tout le territoire,directive_(eu)_2016_800_en.txt
regles minimales communes,devrait egalement eliminer les obstacles a,mouvement libre,directive_(eu)_2016_800_en.txt
regles minimales,devrait eliminer les obstacles a,libre circulation sur tout le territoire des Etats membres,directive_(eu)_2016_800_en.txt
regles minimales,devrait retirer pour,circulation des citoyens sur le territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,mouvement,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait egalement eliminer les obstacles a,libre circulation sur tout le territoire,directive_(eu)_2016_800_en.txt
ces regles minimales,devrait egalement supprimer pour,circulation sur l'ensemble du territoire des Etats membres,directive_(eu)_2016_800_en.txt
ces regles minimales communes,devrait eliminer les obstacles a,mouvement libre,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que les fetes,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,convention europeenne de protection des droits de l'homme,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,convention europeenne de protection,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,convention pour la protection des droits de l'homme,directive_(eu)_2016_800_en.txt
Etats membres,sont,des soirees,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que parties a la convention europeenne,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que parties a la convention de protection,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,Convention de protection,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que parties a la convention europeenne pour la protection,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que parties a la convention europeenne de protection des droits de l'homme,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,convention,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que parties a la convention pour la protection des droits de l'homme,directive_(eu)_2016_800_en.txt
droits civiques,sur l'alliance est,experience,directive_(eu)_2016_800_en.txt
Etats membres,sont parties a,convention europeenne,directive_(eu)_2016_800_en.txt
Etats membres,sont,bien que les parties a la convention,directive_(eu)_2016_800_en.txt
personnes suspectes,des droits est,feuille de route,directive_(eu)_2016_800_en.txt
conseil,adopte,resolution,directive_(eu)_2016_800_en.txt
conseil,adopte le,30 novembre 2009,directive_(eu)_2016_800_en.txt
personnes suspectes,est dans,procedure penale,directive_(eu)_2016_800_en.txt
conseil,adopte,resolution sur la feuille de route pour le renforcement,directive_(eu)_2016_800_en.txt
conseil,adopte,resolution pour renforcer,directive_(eu)_2016_800_en.txt
conseil,a adopte une resolution sur,30 novembre 2009,directive_(eu)_2016_800_en.txt
conseil,adopte,resolution sur la feuille de route,directive_(eu)_2016_800_en.txt
feuille de route,appels pour,adoption,directive_(eu)_2016_800_en.txt
feuille de route,appels pour,adoption de mesures,directive_(eu)_2016_800_en.txt
feuille de route,prise,approche etape par etape,directive_(eu)_2016_800_en.txt
feuille de route,appels,droit a l'information sur les droits droit communiquer,directive_(eu)_2016_800_en.txt
feuille de route,appels,droit a l'information sur les droits sur les charges droit de communiquer,directive_(eu)_2016_800_en.txt
droite,droit a,conseils juridiques,directive_(eu)_2016_800_en.txt
feuille de route,appels pour,mesurer un,directive_(eu)_2016_800_en.txt
information,a droite est,droite,directive_(eu)_2016_800_en.txt
mesures,d'adoption est,mesurer un,directive_(eu)_2016_800_en.txt
feuille de route,appels pour,l'adoption de mesures concernant,directive_(eu)_2016_800_en.txt
feuille de route,appels,droit a l'information droit de communiquer,directive_(eu)_2016_800_en.txt
feuille de route,appels,bien bien communiquer,directive_(eu)_2016_800_en.txt
feuille de route,prise,approche par etapes,directive_(eu)_2016_800_en.txt
feuille de route,appels pour,mesurer un,directive_(eu)_2016_800_en.txt
feuille de route,appels,droite,directive_(eu)_2016_800_en.txt
feuille de route,souligne,jo c 226 du 16.7.2014,directive_(eu)_2016_800_en.txt
feuille de route,souligne,jo c 226,directive_(eu)_2016_800_en.txt
feuille de route,souligne,p. 63,directive_(eu)_2016_800_en.txt
feuille de route,fonctionner comme,ensemble,directive_(eu)_2016_800_en.txt
feuille de route,est concu,fonctionner dans son ensemble,directive_(eu)_2016_800_en.txt
ses bienfaits,sera,sera experimente,directive_(eu)_2016_800_en.txt
Composants,sont,lorsqu'il est mis en oeuvre,directive_(eu)_2016_800_en.txt
feuille de route,est concu,operer,directive_(eu)_2016_800_en.txt
feuille de route,est,concu,directive_(eu)_2016_800_en.txt
Composants,sont,uniquement lorsqu'il est mis en oeuvre,directive_(eu)_2016_800_en.txt
ses composants,sont,lorsqu'il est mis en oeuvre,directive_(eu)_2016_800_en.txt
ses composants,sont,mis en oeuvre,directive_(eu)_2016_800_en.txt
feuille de route,est concu,fonctionner,directive_(eu)_2016_800_en.txt
feuille de route,est concu,fonctionner dans son ensemble,directive_(eu)_2016_800_en.txt
ses composants,sont,uniquement lorsqu'il est mis en oeuvre,directive_(eu)_2016_800_en.txt
Composants,sont,mis en oeuvre,directive_(eu)_2016_800_en.txt
Conseil europeen,accueilli,feuille de route,directive_(eu)_2016_800_en.txt
il,partie de,programme de stockholm,directive_(eu)_2016_800_en.txt
Conseil europeen,fait,cela fait partie du programme de stockholm,directive_(eu)_2016_800_en.txt
Conseil europeen,fait,ca fait partie,directive_(eu)_2016_800_en.txt
une meilleure cooperation,est dans,zone,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements de droits minimaux pour les suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,attrayant,examiner,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements des droits proceduraux minimaux,directive_(eu)_2016_800_en.txt
commission,examiner,elements de droits minimaux,directive_(eu)_2016_800_en.txt
Conseil europeen,evaluer,si,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements des droits proceduraux,directive_(eu)_2016_800_en.txt
commission,examiner,elements de droits pour les suspects,directive_(eu)_2016_800_en.txt
commission,examiner,elements supplementaires pour les suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,attrayant,examiner,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements des droits proceduraux des suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,souligne,caractere non exhaustif,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements de droits pour les suspects,directive_(eu)_2016_800_en.txt
commission,examiner,d'autres elements de droits,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements,directive_(eu)_2016_800_en.txt
Conseil europeen,souligne,personnage,directive_(eu)_2016_800_en.txt
Conseil europeen,caractere souligne,en invitant,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements des droits proceduraux minimaux pour les suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,souligne,caractere non exhaustif de la feuille de route,directive_(eu)_2016_800_en.txt
autres elements,accuse,personnes,directive_(eu)_2016_800_en.txt
elements,accuse,personnes,directive_(eu)_2016_800_en.txt
commission,examiner,elements des droits proceduraux,directive_(eu)_2016_800_en.txt
commission,examiner,elements de droits minimaux pour les suspects,directive_(eu)_2016_800_en.txt
commission,examiner,elements des droits proceduraux minimaux pour les suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,attrayant,commission,directive_(eu)_2016_800_en.txt
commission,examiner,elements de droits,directive_(eu)_2016_800_en.txt
commission,examiner,elements des droits proceduraux minimaux,directive_(eu)_2016_800_en.txt
commission,examiner,elements,directive_(eu)_2016_800_en.txt
commission,examiner,elements des droits proceduraux des suspects,directive_(eu)_2016_800_en.txt
commission,examiner,autres elements des droits minimaux,directive_(eu)_2016_800_en.txt
Conseil europeen,souligne,caractere de feuille de route,directive_(eu)_2016_800_en.txt
commission,examiner,elements pour les suspects,directive_(eu)_2016_800_en.txt
Conseil europeen,caractere souligne,attrayant,directive_(eu)_2016_800_en.txt
droits proceduraux,est dans,procedure penale,directive_(eu)_2016_800_en.txt
droits,prise,lignes directrices du conseil de l'europe,directive_(eu)_2016_800_en.txt
droits,prise,directives du conseil de la justice,directive_(eu)_2016_800_en.txt
droits,prise,lignes directrices sur la justice,directive_(eu)_2016_800_en.txt
droits,en tenant compte des lignes directrices,compte,directive_(eu)_2016_800_en.txt
droits,prise,directives du conseil sur une justice adaptee aux enfants,directive_(eu)_2016_800_en.txt
droits,prise,lignes directrices du conseil de l'europe sur une justice adaptee aux enfants,directive_(eu)_2016_800_en.txt
droits,prise,lignes directrices du conseil de l'europe sur la justice,directive_(eu)_2016_800_en.txt
droits,prise,directives du conseil,directive_(eu)_2016_800_en.txt
directif,favorise,droits,directive_(eu)_2016_800_en.txt
droits,prise,des lignes directrices,directive_(eu)_2016_800_en.txt
droits,prise,Lignes directrices sur une justice adaptee aux enfants,directive_(eu)_2016_800_en.txt
directif,favorise,droits de l'enfant,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours consideres dans,2,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont,consideration,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont une consideration primordiale dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont pris en compte dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont une consideration primordiale dans,article 24,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont,toujours la consideration,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont,toujours la consideration,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont une consideration primordiale dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours consideres dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours consideres dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours consideres dans,article 24,directive_(eu)_2016_800_en.txt
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours consideres dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont,consideration primordiale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont pris en compte dans,article 24,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours la consideration primordiale dans,article 24,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont pris en compte dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours consideres dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont pris en compte dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont,consideration primordiale,directive_(eu)_2016_800_en.txt
droits fondamentaux,de charte est,charte,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont pris en compte dans,2,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont pris en compte dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours consideres dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont,consideration toujours primordiale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont une consideration primordiale dans,2,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont une consideration primordiale dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
enfants,sont,suspects,directive_(eu)_2016_800_en.txt
enfants,sont suspects en vertu,decision-cadre du conseil 2002 584,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours consideres dans,article 24,directive_(eu)_2016_800_en.txt
enfants,accuses dans,procedure penale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont une consideration primordiale dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours consideres dans,article 24 de la charte des droits fondamentaux,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours la consideration primordiale dans,2,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont,consideration toujours primordiale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours la consideration primordiale dans,2,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont,consideration,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours consideres dans,2,directive_(eu)_2016_800_en.txt
charte,de l'article est,2,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont pris en compte dans,article 24,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont pris en compte dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
enfants,personnes dans,procedure,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont une consideration primordiale dans,2,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
enfants,accuses dans,procedure,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont pris en compte dans,2,directive_(eu)_2016_800_en.txt
enfants,personnes dans,procedure penale,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont une consideration primordiale dans,article 24 de la charte,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont toujours la consideration primordiale dans,article 24,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont toujours la consideration primordiale dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
interets,sont,primaire,directive_(eu)_2016_800_en.txt
enfants,sont,ou les suspects,directive_(eu)_2016_800_en.txt
enfant,a,meilleurs interets,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont une consideration primordiale dans,article 24,directive_(eu)_2016_800_en.txt
interets de l'enfant,sont pris en compte dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
l'interet superieur de l'enfant,sont une consideration primordiale dans,article 24 de la charte des droits fondamentaux de l'union europeenne,directive_(eu)_2016_800_en.txt
attention particuliere,accuses dans,procedure,directive_(eu)_2016_800_en.txt
suspects,devrait,devrait donner,directive_(eu)_2016_800_en.txt
attention,personnes dans,procedure,directive_(eu)_2016_800_en.txt
attention particuliere,personnes dans,procedure penale,directive_(eu)_2016_800_en.txt
personnes,preserver,leur potentiel de developpement,directive_(eu)_2016_800_en.txt
accuses,conserver dans,societe,directive_(eu)_2016_800_en.txt
accuses,preserver,leur potentiel,directive_(eu)_2016_800_en.txt
personnes,est dans,procedure penale,directive_(eu)_2016_800_en.txt
personnes,conserver dans,societe,directive_(eu)_2016_800_en.txt
attention,accuses dans,procedure,directive_(eu)_2016_800_en.txt
personnes,preserver,leur potentiel,directive_(eu)_2016_800_en.txt
attention,personnes dans,procedure penale,directive_(eu)_2016_800_en.txt
attention,accuses dans,procedure penale,directive_(eu)_2016_800_en.txt
attention particuliere,personnes dans,procedure,directive_(eu)_2016_800_en.txt
attention particuliere,accuses dans,procedure penale,directive_(eu)_2016_800_en.txt
accuses,preserver,leur potentiel de developpement,directive_(eu)_2016_800_en.txt
directif,devrait s'appliquer a,enfants,directive_(eu)_2016_800_en.txt
accuses,est dans,procedure penale,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer a partir de,temps,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer a partir de,moment de leur arrestation,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer a partir de,moment de leur arrestation dans l'Etat membre,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer a partir de,moment de leur arrestation dans l'Etat membre,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer dans,respect,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer a partir de,moment de leur arrestation,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer dans,respect,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer dans,respect des enfants,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer a partir de,temps,directive_(eu)_2016_800_en.txt
dispositions pertinentes,devrait s'appliquer a partir de,moment de leur arrestation dans l'Etat membre d'execution,directive_(eu)_2016_800_en.txt
leur arrestation,est dans,Etat membre d'execution,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer dans,respect des enfants,directive_(eu)_2016_800_en.txt
des provisions,devrait s'appliquer a partir de,moment de leur arrestation dans l'Etat membre d'execution,directive_(eu)_2016_800_en.txt
personne,age de,18,directive_(eu)_2016_800_en.txt
personne,atteint,age,directive_(eu)_2016_800_en.txt
personne,est dans,procedure penale,directive_(eu)_2016_800_en.txt
personne,atteint,l'age de 18 ans,directive_(eu)_2016_800_en.txt
une telle preuve,est,indisponible,directive_(eu)_2016_800_en.txt
recherche documentaire,Etats,examen medical,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner,age,directive_(eu)_2016_800_en.txt
recherche documentaire,base,autre preuve,directive_(eu)_2016_800_en.txt
recherche documentaire,base,examen,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner l'age sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner l'age sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner la recherche documentaire sur,base,directive_(eu)_2016_800_en.txt
preuve,est,indisponible,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner la recherche documentaire sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
recherche documentaire,age,preuve,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner,recherche documentaire,directive_(eu)_2016_800_en.txt
recherche documentaire,Etats,preuve,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner,age de l'enfant,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner la recherche documentaire sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner sur,base,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner la recherche documentaire sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
recherche documentaire,Etats,examen,directive_(eu)_2016_800_en.txt
recherche documentaire,base,examen medical,directive_(eu)_2016_800_en.txt
preuve,est,si indisponible,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner l'age sur,base,directive_(eu)_2016_800_en.txt
recherche documentaire,age de,enfant,directive_(eu)_2016_800_en.txt
enfant,de,propres declarations,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner la recherche documentaire sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner sur,base,directive_(eu)_2016_800_en.txt
recherche documentaire,age,examen medical,directive_(eu)_2016_800_en.txt
recherche documentaire,age,autre preuve,directive_(eu)_2016_800_en.txt
recherche documentaire,base,preuve,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner,recherche documentaire,directive_(eu)_2016_800_en.txt
enfant,de,etat civil,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner l'age sur,base,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
recherche documentaire,age,examen,directive_(eu)_2016_800_en.txt
enfant,les declarations de est,controle de l'etat civil,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner l'age sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
13 Etats membres,devrait determiner,age de l'enfant,directive_(eu)_2016_800_en.txt
recherche documentaire,Etats,autre preuve,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner sur,base des declarations de l'enfant,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner la recherche documentaire sur,base,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner,age,directive_(eu)_2016_800_en.txt
une telle preuve,est,si indisponible,directive_(eu)_2016_800_en.txt
les propres declarations de l'enfant,cheques de,etat civil de l'enfant,directive_(eu)_2016_800_en.txt
Etats membres,devrait determiner l'age sur,base des propres declarations de l'enfant,directive_(eu)_2016_800_en.txt
enfant,avec,droits,directive_(eu)_2016_800_en.txt
stricte conformite,est avec,droits de l'enfant,directive_(eu)_2016_800_en.txt
l'age de la personne,reste dans,doute,directive_(eu)_2016_800_en.txt
personne,devrait,devrait a des fins presumees,directive_(eu)_2016_800_en.txt
personne,a,age,directive_(eu)_2016_800_en.txt
personne,devrait,devrait presumer,directive_(eu)_2016_800_en.txt
personne,devrait,"devrait, aux fins de la directive, etre presume",directive_(eu)_2016_800_en.txt
personne,etre,enfant,directive_(eu)_2016_800_en.txt
droite,est dans,procedure penale,directive_(eu)_2016_800_en.txt
information,est dans,procedure penale,directive_(eu)_2016_800_en.txt
avocat,est dans,procedure penale,directive_(eu)_2016_800_en.txt
tierce personne,informe de,privation,directive_(eu)_2016_800_en.txt
faire la fete,informe de,privation de liberte,directive_(eu)_2016_800_en.txt
faire la fete,informe de,privation,directive_(eu)_2016_800_en.txt
tierce personne,informe de,privation de liberte,directive_(eu)_2016_800_en.txt
proces,est dans,procedure penale,directive_(eu)_2016_800_en.txt
enfant,est,ou prive,directive_(eu)_2016_800_en.txt
enfant,est,ou prive de liberte,directive_(eu)_2016_800_en.txt
enfant,est,prive,directive_(eu)_2016_800_en.txt
enfant,est prive de,liberte,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation en rapport avec les infractions,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation de liberte,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour des sanctions autres que la privation de liberte en rapport avec des infractions relativement mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions autres que la privation en relation avec,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation de liberte en rapport avec des infractions,directive_(eu)_2016_800_en.txt
autorite,a,competence pour imposer des sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour imposer des sanctions autres que la privation en relation avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite autre,a,competence pour les sanctions autres que la privation de liberte en rapport avec des infractions mineures,directive_(eu)_2016_800_en.txt
autorite,a,competence pour les sanctions,directive_(eu)_2016_800_en.txt
autorite,a,competence pour des sanctions autres que la privation de liberte en,directive_(eu)_2016_800_en.txt
