en_Subject,en_Predicate,en_Object,Triple_ID
they,committed until,conclusion,directive_2010_64_eu_en.txt
they,committed,offence,directive_2010_64_eu_en.txt
they,are suspected,of having committed,directive_2010_64_eu_en.txt
right,referred to,to paragraph 1,directive_2010_64_eu_en.txt
right referred,shall apply from,time,directive_2010_64_eu_en.txt
they,committed until,conclusion of proceedings,directive_2010_64_eu_en.txt
they,are suspected,of having committed until conclusion of proceedings,directive_2010_64_eu_en.txt
they,committed,criminal offence,directive_2010_64_eu_en.txt
they,are suspected,having committed until conclusion,directive_2010_64_eu_en.txt
they,are suspected,of having committed until conclusion,directive_2010_64_eu_en.txt
they,are suspected,having committed until conclusion of proceedings,directive_2010_64_eu_en.txt
they,are suspected,having committed,directive_2010_64_eu_en.txt
they,committed offence until,conclusion,directive_2010_64_eu_en.txt
right referred,shall apply to,persons,directive_2010_64_eu_en.txt
they,committed,offence including,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction by authority other than court having,directive_2010_64_eu_en.txt
law,provides for,imposition by authority other,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding minor offences by authority other than court having,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding minor offences by authority,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding offences by authority other than court having,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction by authority,directive_2010_64_eu_en.txt
law,provides for,imposition by authority other than court,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding offences by authority other,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding offences by authority,directive_2010_64_eu_en.txt
law,provides for,imposition by authority other than court having,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding minor offences by authority other than court,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding minor offences by authority other,directive_2010_64_eu_en.txt
law,provides for,imposition by authority,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction regarding offences by authority other than court,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction by authority other,directive_2010_64_eu_en.txt
law,provides for,imposition of sanction by authority other than court,directive_2010_64_eu_en.txt
it,does affect,law,directive_2010_64_eu_en.txt
it,does affect,national law concerning to documents,directive_2010_64_eu_en.txt
it,does affect,law concerning to documents in proceedings,directive_2010_64_eu_en.txt
it,does affect,law concerning to documents,directive_2010_64_eu_en.txt
it,does affect,law concerning,directive_2010_64_eu_en.txt
it,does affect,national law concerning to documents in proceedings,directive_2010_64_eu_en.txt
it,does affect,national law,directive_2010_64_eu_en.txt
documents,is in,criminal proceedings,directive_2010_64_eu_en.txt
it,does affect,national law concerning to documents in criminal proceedings,directive_2010_64_eu_en.txt
it,does affect,national law concerning,directive_2010_64_eu_en.txt
it,does affect,law concerning to documents in criminal proceedings,directive_2010_64_eu_en.txt
interpretation,is available for,communication,directive_2010_64_eu_en.txt
interpretation,is available for,communication between persons,directive_2010_64_eu_en.txt
interpretation,is available for,communication between suspected persons,directive_2010_64_eu_en.txt
interpretation,is,available,directive_2010_64_eu_en.txt
connection,is with,lodging of appeal,directive_2010_64_eu_en.txt
connection,is with,questioning during proceedings,directive_2010_64_eu_en.txt
interpretation,provided under,article,directive_2010_64_eu_en.txt
interpretation provided,shall of,shall quality,directive_2010_64_eu_en.txt
persons,have,knowledge of case against them,directive_2010_64_eu_en.txt
persons,have,knowledge,directive_2010_64_eu_en.txt
persons,have,knowledge of case,directive_2010_64_eu_en.txt
persons,knowledge of,case against them,directive_2010_64_eu_en.txt
interpretation provided,shall of,shall quality sufficient,directive_2010_64_eu_en.txt
persons,knowledge of,case,directive_2010_64_eu_en.txt
persons,is with,hearing,directive_2010_64_eu_en.txt
mechanism,is in,place ascertain,directive_2010_64_eu_en.txt
persons,language of,proceedings,directive_2010_64_eu_en.txt
procedure,is in,place to ascertain,directive_2010_64_eu_en.txt
persons,speak,language,directive_2010_64_eu_en.txt
procedure,is in,place ascertain,directive_2010_64_eu_en.txt
persons,language of,criminal proceedings,directive_2010_64_eu_en.txt
persons,speak,language of criminal proceedings,directive_2010_64_eu_en.txt
mechanism,is in,place to ascertain,directive_2010_64_eu_en.txt
persons,speak,language of proceedings,directive_2010_64_eu_en.txt
persons,have in,procedures in national law,directive_2010_64_eu_en.txt
persons,have right in,procedures in law,directive_2010_64_eu_en.txt
persons,have right in,procedures in national law,directive_2010_64_eu_en.txt
persons,have,right,directive_2010_64_eu_en.txt
persons,have right in,procedures,directive_2010_64_eu_en.txt
persons,have in,procedures,directive_2010_64_eu_en.txt
interpretation,has,when has provided,directive_2010_64_eu_en.txt
persons,have in,procedures in law,directive_2010_64_eu_en.txt
procedures,is in,national law,directive_2010_64_eu_en.txt
interpretation,has,has provided,directive_2010_64_eu_en.txt
physical presence,is required,to safeguard,directive_2010_64_eu_en.txt
presence,is,required,directive_2010_64_eu_en.txt
communication technology,may,may used,directive_2010_64_eu_en.txt
physical presence,safeguard,fairness of proceedings,directive_2010_64_eu_en.txt
physical presence,safeguard,fairness,directive_2010_64_eu_en.txt
presence,is required,to safeguard,directive_2010_64_eu_en.txt
physical presence,is,required,directive_2010_64_eu_en.txt
presence,safeguard,fairness,directive_2010_64_eu_en.txt
presence,is,unless required,directive_2010_64_eu_en.txt
physical presence,is required,safeguard,directive_2010_64_eu_en.txt
presence,is required,safeguard,directive_2010_64_eu_en.txt
physical presence,is,unless required,directive_2010_64_eu_en.txt
presence,safeguard,fairness of proceedings,directive_2010_64_eu_en.txt
its competent authorities,provide,persons subject to such 3,directive_2010_64_eu_en.txt
executing member state,shall ensure in,proceedings,directive_2010_64_eu_en.txt
its competent authorities,provide,persons,directive_2010_64_eu_en.txt
executing member state,shall ensure in,proceedings for execution,directive_2010_64_eu_en.txt
its authorities,provide,persons subject to such 3,directive_2010_64_eu_en.txt
its competent authorities,provide,persons subject,directive_2010_64_eu_en.txt
member state,shall ensure in,proceedings,directive_2010_64_eu_en.txt
its authorities,provide,persons,directive_2010_64_eu_en.txt
executing member state,shall ensure in,proceedings for execution of arrest warrant,directive_2010_64_eu_en.txt
member state,shall ensure in,proceedings for execution of arrest warrant,directive_2010_64_eu_en.txt
executing member state,shall ensure in,proceedings for execution of european arrest warrant,directive_2010_64_eu_en.txt
member state,shall ensure in,proceedings for execution,directive_2010_64_eu_en.txt
member state,shall ensure in,proceedings for execution of european arrest warrant,directive_2010_64_eu_en.txt
its authorities,provide,persons subject,directive_2010_64_eu_en.txt
other document,is,essential,directive_2010_64_eu_en.txt
competent authorities,shall decide in,given case,directive_2010_64_eu_en.txt
authorities,shall decide in,given case,directive_2010_64_eu_en.txt
their counsel,may submit,reasoned request,directive_2010_64_eu_en.txt
persons,may submit,reasoned request,directive_2010_64_eu_en.txt
their counsel,may submit,request,directive_2010_64_eu_en.txt
their legal counsel,may submit,reasoned request to effect,directive_2010_64_eu_en.txt
persons,may submit,reasoned request to effect,directive_2010_64_eu_en.txt
their counsel,may submit,reasoned request to effect,directive_2010_64_eu_en.txt
persons,may submit,request to effect,directive_2010_64_eu_en.txt
their legal counsel,may submit,request to effect,directive_2010_64_eu_en.txt
persons,may submit,request,directive_2010_64_eu_en.txt
their legal counsel,may submit,reasoned request,directive_2010_64_eu_en.txt
their counsel,may submit,request to effect,directive_2010_64_eu_en.txt
their legal counsel,may submit,request,directive_2010_64_eu_en.txt
translation,has,has provided,directive_2010_64_eu_en.txt
translation,has,when has provided,directive_2010_64_eu_en.txt
translation,may,as exception to general rules may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to general rules may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to general rules established may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to rules established in paragraphs 1 2 3 may provided,directive_2010_64_eu_en.txt
translation,may,may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to general rules established in paragraphs 1 2 3 may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to rules may provided,directive_2010_64_eu_en.txt
translation,may,as exception to rules established in paragraphs 1 2 3 may provided,directive_2010_64_eu_en.txt
translation,may,as exception to general rules established may provided,directive_2010_64_eu_en.txt
translation,may,as exception may provided,directive_2010_64_eu_en.txt
oral translation,may,may provided,directive_2010_64_eu_en.txt
translation,may,as exception to rules established may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception to rules established may provided,directive_2010_64_eu_en.txt
translation,may,as exception to general rules established in paragraphs 1 2 3 may provided,directive_2010_64_eu_en.txt
oral translation,may,as exception may provided,directive_2010_64_eu_en.txt
translation,may,as exception to rules may provided,directive_2010_64_eu_en.txt
persons,otherwise obtained,full knowledge of consequences,directive_2010_64_eu_en.txt
persons,received,advice,directive_2010_64_eu_en.txt
persons,received,prior advice,directive_2010_64_eu_en.txt
persons,received,prior legal advice,directive_2010_64_eu_en.txt
persons,otherwise obtained,knowledge,directive_2010_64_eu_en.txt
persons,otherwise obtained,knowledge of consequences,directive_2010_64_eu_en.txt
waiver,was,unequivocal,directive_2010_64_eu_en.txt
persons,received,legal advice,directive_2010_64_eu_en.txt
persons,obtained,full knowledge of consequences,directive_2010_64_eu_en.txt
persons,obtained,knowledge of consequences,directive_2010_64_eu_en.txt
persons,obtained,knowledge,directive_2010_64_eu_en.txt
persons,obtained,full knowledge,directive_2010_64_eu_en.txt
persons,otherwise obtained,full knowledge,directive_2010_64_eu_en.txt
translation provided,shall of,shall quality sufficient,directive_2010_64_eu_en.txt
translation,provided under,article,directive_2010_64_eu_en.txt
translation provided,shall of,shall quality,directive_2010_64_eu_en.txt
member states,shall take,measures,directive_2010_64_eu_en.txt
member states,shall take,to ensure,directive_2010_64_eu_en.txt
member states,shall take,concrete measures,directive_2010_64_eu_en.txt
member states,shall take,ensure,directive_2010_64_eu_en.txt
member states,promote,adequacy,directive_2010_64_eu_en.txt
register,registers of,independent translators,directive_2010_64_eu_en.txt
member states,establish,register,directive_2010_64_eu_en.txt
interpreters,are,appropriately qualified,directive_2010_64_eu_en.txt
interpreters,are,qualified,directive_2010_64_eu_en.txt
member states,promote,adequacy of interpretation,directive_2010_64_eu_en.txt
member states,shall endeavour,to establish,directive_2010_64_eu_en.txt
member states,shall endeavour,promote,directive_2010_64_eu_en.txt
member states,shall endeavour,establish,directive_2010_64_eu_en.txt
member states,shall endeavour,to promote,directive_2010_64_eu_en.txt
register,registers of,translators,directive_2010_64_eu_en.txt
such register,shall,shall made,directive_2010_64_eu_en.txt
such register,shall,shall appropriate made,directive_2010_64_eu_en.txt
register,shall,shall made,directive_2010_64_eu_en.txt
such register,shall,shall where made,directive_2010_64_eu_en.txt
such register,shall,shall where appropriate made,directive_2010_64_eu_en.txt
register,shall,shall where appropriate made,directive_2010_64_eu_en.txt
register,shall,shall where made,directive_2010_64_eu_en.txt
register,shall,shall appropriate made,directive_2010_64_eu_en.txt
confidentiality,provided under,directive,directive_2010_64_eu_en.txt
interpreters,be,required,directive_2010_64_eu_en.txt
translators,observe,confidentiality regarding interpretation,directive_2010_64_eu_en.txt
translators,observe provided,confidentiality,directive_2010_64_eu_en.txt
translators,observe,confidentiality,directive_2010_64_eu_en.txt
translators,observe provided,confidentiality regarding interpretation,directive_2010_64_eu_en.txt
article 6 training,is in,organisation of judiciary across union,directive_2010_64_eu_en.txt
26.10.2010 article 7 keeping member states,shall ensure,that,directive_2010_64_eu_en.txt
article 7 keeping member states,shall ensure,that,directive_2010_64_eu_en.txt
26.10.2010 article 7 member states,shall ensure,that,directive_2010_64_eu_en.txt
article 7 member states,shall ensure,that,directive_2010_64_eu_en.txt
investigative authority,is with,assistance of interpreter pursuant article 2,directive_2010_64_eu_en.txt
safeguards,are ensured under,european convention for protection,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,convention for protection,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,convention for protection of human rights,directive_2010_64_eu_en.txt
safeguards,are ensured under,convention,directive_2010_64_eu_en.txt
safeguards,are ensured under,european convention for protection of human rights,directive_2010_64_eu_en.txt
safeguards,are,ensured,directive_2010_64_eu_en.txt
procedural safeguards,are,ensured,directive_2010_64_eu_en.txt
safeguards,are ensured under,convention for protection,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,european convention for protection,directive_2010_64_eu_en.txt
safeguards,are ensured under,convention for protection of human rights,directive_2010_64_eu_en.txt
safeguards,are ensured under,european convention,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,european convention,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,european convention for protection of human rights,directive_2010_64_eu_en.txt
procedural safeguards,are ensured under,convention,directive_2010_64_eu_en.txt
article 8 non-regression nothing,is in,directive,directive_2010_64_eu_en.txt
laws,states,administrative provisions,directive_2010_64_eu_en.txt
laws necessary,force,regulations,directive_2010_64_eu_en.txt
laws necessary,states,regulations,directive_2010_64_eu_en.txt
laws,states,provisions,directive_2010_64_eu_en.txt
laws,states,regulations,directive_2010_64_eu_en.txt
laws,force,administrative provisions,directive_2010_64_eu_en.txt
laws necessary,force,administrative provisions,directive_2010_64_eu_en.txt
laws necessary,states,administrative provisions,directive_2010_64_eu_en.txt
laws,force,provisions,directive_2010_64_eu_en.txt
laws necessary,force,provisions,directive_2010_64_eu_en.txt
member states,shall bring,laws,directive_2010_64_eu_en.txt
member states,shall bring,laws necessary,directive_2010_64_eu_en.txt
laws necessary,states,provisions,directive_2010_64_eu_en.txt
member states,shall bring into,force,directive_2010_64_eu_en.txt
member states,shall bring laws into,force,directive_2010_64_eu_en.txt
laws,force,regulations,directive_2010_64_eu_en.txt
member states,shall transmit,text,directive_2010_64_eu_en.txt
member states,shall transmit text to,commission,directive_2010_64_eu_en.txt
member states,shall transmit to,commission,directive_2010_64_eu_en.txt
member states,shall transmit,text of measures,directive_2010_64_eu_en.txt
member states,adopt,measures,directive_2010_64_eu_en.txt
they,shall contain,reference to directive,directive_2010_64_eu_en.txt
they,shall contain,reference,directive_2010_64_eu_en.txt
article 10 report,shall submit to,european parliament,directive_2010_64_eu_en.txt
article report,shall submit report by,27 october 2014,directive_2010_64_eu_en.txt
article report,shall submit to,european parliament,directive_2010_64_eu_en.txt
article 10 report,shall submit,report,directive_2010_64_eu_en.txt
article report,shall submit by,27 october 2014,directive_2010_64_eu_en.txt
article 10 report,shall submit report by,27 october 2014,directive_2010_64_eu_en.txt
article 10 report,shall submit by,27 october 2014,directive_2010_64_eu_en.txt
article 10 report,shall submit report to,european parliament,directive_2010_64_eu_en.txt
article report,shall submit,report,directive_2010_64_eu_en.txt
article report,shall submit report to,european parliament,directive_2010_64_eu_en.txt
its publication,is in,official journal of european union,directive_2010_64_eu_en.txt
cooperation,also enhance,protection of individual rights,directive_2012_13_eu_en.txt
member states trust,is in,other 's criminal justice systems,directive_2012_13_eu_en.txt
mutual recognition,is in,criminal matters,directive_2012_13_eu_en.txt
other,in,criminal justice systems,directive_2012_13_eu_en.txt
extent,is,very much dependent,directive_2012_13_eu_en.txt
extent,is,much dependent,directive_2012_13_eu_en.txt
extent,is,dependent,directive_2012_13_eu_en.txt
recognition,can operate effectively in,spirit,directive_2012_13_eu_en.txt
recognition,can operate in,only spirit,directive_2012_13_eu_en.txt
mutual recognition,can operate effectively in,only spirit,directive_2012_13_eu_en.txt
decisions,is in,criminal matters,directive_2012_13_eu_en.txt
recognition,can operate in,spirit,directive_2012_13_eu_en.txt
mutual recognition,can operate in,only spirit,directive_2012_13_eu_en.txt
mutual recognition,can operate in,spirit,directive_2012_13_eu_en.txt
mutual recognition,can operate effectively in,spirit,directive_2012_13_eu_en.txt
recognition,can operate effectively in,only spirit,directive_2012_13_eu_en.txt
article 2,guarantees,respect,directive_2012_13_eu_en.txt
article 2,guarantees,respect for rights of defence,directive_2012_13_eu_en.txt
article 2,guarantees,respect for rights,directive_2012_13_eu_en.txt
article 48 2,guarantees,respect for rights of defence,directive_2012_13_eu_en.txt
article 48 2,guarantees,respect for rights,directive_2012_13_eu_en.txt
article 48 2,guarantees,respect,directive_2012_13_eu_en.txt
council,adopted on,29 november 2000,directive_2012_13_eu_en.txt
council,adopted,programme of measures,directive_2012_13_eu_en.txt
programme,implement,principle of recognition of decisions,directive_2012_13_eu_en.txt
programme,implement,principle,directive_2012_13_eu_en.txt
council,adopted programme in,tampere conclusions,directive_2012_13_eu_en.txt
council,adopted programme on,29 november 2000,directive_2012_13_eu_en.txt
programme,implement,principle of mutual recognition of decisions,directive_2012_13_eu_en.txt
programme,implement principle in,criminal matters,directive_2012_13_eu_en.txt
council,adopted,programme,directive_2012_13_eu_en.txt
council,adopted in,tampere conclusions,directive_2012_13_eu_en.txt
programme,implement,principle of mutual recognition,directive_2012_13_eu_en.txt
programme,implement,principle of recognition,directive_2012_13_eu_en.txt
programme,implement principle in,matters,directive_2012_13_eu_en.txt
mutual recognition article 6,right to,liberty of person,directive_2012_13_eu_en.txt
recognition article 6,enshrine,right,directive_2012_13_eu_en.txt
recognition article 6,enshrine,right to liberty of person,directive_2012_13_eu_en.txt
mutual recognition article 6,enshrine,right to liberty of person,directive_2012_13_eu_en.txt
recognition article 6,right to,liberty,directive_2012_13_eu_en.txt
mutual recognition article 6,enshrine,right to liberty,directive_2012_13_eu_en.txt
recognition article 6,right to,liberty of person,directive_2012_13_eu_en.txt
mutual recognition article 6,right to,liberty,directive_2012_13_eu_en.txt
recognition article 6,enshrine,right to liberty,directive_2012_13_eu_en.txt
mutual recognition article 6,enshrine,right,directive_2012_13_eu_en.txt
member states,are,party,directive_2012_13_eu_en.txt
member states,are,although party,directive_2012_13_eu_en.txt
member states,are,although party to echr,directive_2012_13_eu_en.txt
member states,are party to,echr,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of procedural rights,directive_2012_13_eu_en.txt
mutual trust,requires,rules,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules,directive_2012_13_eu_en.txt
trust,requires,rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of procedural rights,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of procedural rights,directive_2012_13_eu_en.txt
trust,requires,rules on protection of rights arising,directive_2012_13_eu_en.txt
trust,requires,rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of rights arising,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of rights,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of rights,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,rules on protection of procedural rights,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of procedural rights,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of rights arising,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of rights,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection,directive_2012_13_eu_en.txt
trust,requires,rules on protection,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of procedural rights,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,rules,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of rights arising,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of rights arising,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of rights,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of procedural rights,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of rights arising,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of rights,directive_2012_13_eu_en.txt
trust,requires,rules,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
trust,requires,rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
trust,requires,detailed rules,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of rights arising,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of procedural rights arising from echr,directive_2012_13_eu_en.txt
trust,requires,rules on protection of rights,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of rights arising from charter,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of rights,directive_2012_13_eu_en.txt
strengthening trust,requires,rules on protection of procedural rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of rights arising,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of procedural rights arising,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection,directive_2012_13_eu_en.txt
trust,requires,detailed rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of rights arising from echr,directive_2012_13_eu_en.txt
strengthening trust,requires,detailed rules on protection,directive_2012_13_eu_en.txt
mutual trust,requires,rules on protection of procedural rights,directive_2012_13_eu_en.txt
mutual trust,requires,detailed rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
trust,requires,rules on protection of rights arising from charter from echr,directive_2012_13_eu_en.txt
trust,requires,rules on protection of procedural rights arising from charter,directive_2012_13_eu_en.txt
strengthening mutual trust,requires,detailed rules on protection of rights,directive_2012_13_eu_en.txt
regard,having,regard,directive_2012_13_eu_en.txt
regard,having,consulting,directive_2012_13_eu_en.txt
regard,having,after consulting,directive_2012_13_eu_en.txt
regard,having regard,consulting,directive_2012_13_eu_en.txt
opinion,to regard is,1,directive_2012_13_eu_en.txt
regard,having,regard to opinion of european economic social committee,directive_2012_13_eu_en.txt
regard,having,1,directive_2012_13_eu_en.txt
regard,having,regard to opinion,directive_2012_13_eu_en.txt
regard,having regard,after consulting,directive_2012_13_eu_en.txt
necessary approximation,cooperation between,competent authorities,directive_2012_13_eu_en.txt
enhanced recognition,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
principle,should become in,point 33,directive_2012_13_eu_en.txt
approximation,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
principle,should become,cornerstone,directive_2012_13_eu_en.txt
enhanced mutual recognition,would facilitate,cooperation,directive_2012_13_eu_en.txt
enhanced recognition,would facilitate,cooperation,directive_2012_13_eu_en.txt
principle,should become,cornerstone of cooperation,directive_2012_13_eu_en.txt
principle,should become,cornerstone of judicial cooperation,directive_2012_13_eu_en.txt
necessary approximation,cooperation between,authorities,directive_2012_13_eu_en.txt
enhanced recognition,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
mutual recognition,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
principle,should become in,point 33 thereof,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation,directive_2012_13_eu_en.txt
principle,should become in,particular point 33,directive_2012_13_eu_en.txt
approximation,would facilitate,cooperation,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation in matters within union,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation in civil matters,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation,directive_2012_13_eu_en.txt
principle,should become,cornerstone of judicial cooperation in matters,directive_2012_13_eu_en.txt
principle,cornerstone of,judicial cooperation within union,directive_2012_13_eu_en.txt
approximation,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
enhanced mutual recognition,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
principle,cornerstone of,cooperation in matters within union,directive_2012_13_eu_en.txt
principle,should become in,particular point 33 thereof,directive_2012_13_eu_en.txt
recognition,would facilitate,cooperation between authorities,directive_2012_13_eu_en.txt
necessary approximation,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
enhanced mutual recognition,would facilitate,cooperation between competent authorities,directive_2012_13_eu_en.txt
necessary approximation,would facilitate,cooperation,directive_2012_13_eu_en.txt
approximation,cooperation between,competent authorities,directive_2012_13_eu_en.txt
