fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
Etats membres,le cas echeant devrait egalement prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures appropriees dans les situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Mesures appropriees,est dans,autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures en cas de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures en situation de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures appropriees dans les situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures en cas de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures en situation de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures appropriees dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans les situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures en cas de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures appropriees dans les situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans les situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures en situation de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures appropriees dans les situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures appropriees dans des situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures dans des situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures en cas de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures appropriees dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures appropriees dans les situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures appropriees dans des situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures dans des situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures en cas de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures appropriees dans les situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,mesures appropriees dans des situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures dans d'autres situations de privation de liberte,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures appropriees dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait prendre,mesures en situation de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait egalement prendre,mesures appropriees dans d'autres situations,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,le cas echeant devrait prendre,mesures en situation de privation,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,approprie devrait egalement prendre,mesures appropriees dans d'autres situations de privation,directive_(eu)_2016_800_en.txt,-,-,-
contact direct,est avec,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
professionnels,devrait prendre,besoins particuliers des enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
besoins,des professionnels de,contact direct,directive_(eu)_2016_800_en.txt,-,-,-
besoins particuliers,des professionnels de,contact,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,doit prendre en compte les besoins,compte,directive_(eu)_2016_800_en.txt,-,compte:comte,compte:comte
besoins,des professionnels de,contacts avec les enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
besoins particuliers,des professionnels de,contact direct avec les enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
professionnels,devrait prendre,besoins particuliers,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait prendre,besoins des enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
professionnels,est dans,contact direct avec les enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
professionnels,devrait prendre,besoins des enfants de differents groupes d'age,directive_(eu)_2016_800_en.txt,-,-,enfant
besoins,des professionnels de,contact,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait prendre en,compte,directive_(eu)_2016_800_en.txt,-,-,compte:comte
professionnels,devrait prendre,besoins particuliers des enfants de differents groupes d'age,directive_(eu)_2016_800_en.txt,-,-,enfant
procedure,sont,adapte,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait prendre,besoins particuliers des enfants des groupes d'age,directive_(eu)_2016_800_en.txt,-,-,enfant
besoins,des professionnels de,contact direct avec les enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
besoins particuliers,des professionnels de,contacts avec les enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
professionnels,devrait prendre,besoins des enfants des groupes d'age,directive_(eu)_2016_800_en.txt,-,-,enfant
procedure,sont adaptes a,eux,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait prendre,besoins,directive_(eu)_2016_800_en.txt,-,-,-
besoins particuliers,des professionnels de,contact direct,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait,devrait etre forme,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait,a des fins devrait forme,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait,doit etre specialement forme,directive_(eu)_2016_800_en.txt,-,-,-
professionnels,devrait,a des fins devraient etre specialement formes,directive_(eu)_2016_800_en.txt,-,-,-
55 enfants,devrait,devrait etre traite de maniere appropriee,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait,devrait etre traite,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait,doit etre traite de maniere,directive_(eu)_2016_800_en.txt,enfant,-,-
55 enfants,devrait,devrait etre traite,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait,devraient etre traites d'une maniere appropriee a leur age,directive_(eu)_2016_800_en.txt,enfant,-,-
55 enfants,devrait,doit etre traite de maniere,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait,devrait etre traite de maniere appropriee,directive_(eu)_2016_800_en.txt,enfant,-,-
55 enfants,devrait,devraient etre traites d'une maniere appropriee a leur age,directive_(eu)_2016_800_en.txt,enfant,-,-
confidentialite,devrait,devrait s'assurer,directive_(eu)_2016_800_en.txt,confidentialite,-,-
confidentialite,devrait,doit etre assure de la maniere possible,directive_(eu)_2016_800_en.txt,confidentialite,-,-
confidentialite,devrait,devrait etre assuree de maniere possible avec vue,directive_(eu)_2016_800_en.txt,confidentialite,-,-
confidentialite,devrait,devrait etre assure de la meilleure facon possible,directive_(eu)_2016_800_en.txt,confidentialite,-,-
confidentialite,devrait,doit etre assure avec vue,directive_(eu)_2016_800_en.txt,confidentialite,-,-
confidentialite,devrait,devrait etre assure de la meilleure facon possible avec vue,directive_(eu)_2016_800_en.txt,confidentialite,-,-
juges,prise,de telles audiences,directive_(eu)_2016_800_en.txt,juge,-,-
juges,tenir des audiences dans,absence,directive_(eu)_2016_800_en.txt,juge,-,-
audiences du tribunal,permettre,tribunaux,directive_(eu)_2016_800_en.txt,-,-,-
audiences du tribunal,se tiennent generalement dans,absence de public,directive_(eu)_2016_800_en.txt,-,-,-
juges,retenir,absence,directive_(eu)_2016_800_en.txt,juge,-,-
audiences du tribunal,sont,generalement tenu,directive_(eu)_2016_800_en.txt,-,-,-
audiences du tribunal,se tiennent dans,absence,directive_(eu)_2016_800_en.txt,-,-,-
audiences du tribunal,se tiennent dans,absence de public,directive_(eu)_2016_800_en.txt,-,-,-
juges,prise,audiences,directive_(eu)_2016_800_en.txt,juge,-,-
audiences du tribunal,se tiennent generalement dans,absence,directive_(eu)_2016_800_en.txt,-,-,-
juges,tenir des audiences dans,absence de public,directive_(eu)_2016_800_en.txt,juge,-,-
audiences du tribunal,sont,detenu,directive_(eu)_2016_800_en.txt,-,-,detenu
juges,retenir,absence de public,directive_(eu)_2016_800_en.txt,juge,-,-
ils,sont,implique,directive_(eu)_2016_800_en.txt,-,-,-
enfants,avoir du,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
57 enfants,avoir du,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,devrait avoir le droit,pas possible dans la pratique malgre les efforts raisonnables des autorites competentes,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,avoir du,pas possible dans la pratique malgre les efforts raisonnables des autorites competentes,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,devrait avoir le droit,pas possible en pratique malgre des efforts raisonnables,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,devrait avoir le droit,sauf si cela n'est pas possible dans la pratique malgre des efforts raisonnables,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,avoir du,sauf si cela n'est pas possible dans la pratique malgre des efforts raisonnables,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,avoir du,pas possible en pratique malgre des efforts raisonnables,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,devrait avoir le droit,sauf si cela n'est pas possible dans la pratique malgre les efforts raisonnables des autorites competentes,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,avoir du,sauf si cela n'est pas possible dans la pratique malgre les efforts raisonnables des autorites competentes,directive_(eu)_2016_800_en.txt,enfant,-,-
Etats membres,devrait se coucher,accompagne du titulaire de l'autorite parentale,directive_(eu)_2016_800_en.txt,-,-,parente:autorite parentale
Etats membres,devrait se coucher,accompagne du titulaire de la responsabilite,directive_(eu)_2016_800_en.txt,-,-,responsabilite
personne accompagnante,peut,peut etre temporairement exclu,directive_(eu)_2016_800_en.txt,personnel,-,-
Etats membres,devrait se coucher,accompagne du titulaire de l'autorite parentale lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,parente:autorite parentale
Etats membres,devrait se coucher,accompagne du titulaire lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,-
ils,concernant,conditions,directive_(eu)_2016_800_en.txt,-,-,-
personne,peut,peuvent etre temporairement exclus des audiences du tribunal,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peut etre temporairement exclu,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peuvent etre exclus des audiences du tribunal,directive_(eu)_2016_800_en.txt,personnel,-,-
Etats membres,devrait se coucher,accompagne du titulaire,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait se coucher,a accompagner du titulaire de la responsabilite lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,responsabilite
personne accompagnante,peut,peuvent etre temporairement exclus des audiences du tribunal,directive_(eu)_2016_800_en.txt,personnel,-,-
Etats membres,devrait se coucher,accompagne du titulaire de la responsabilite lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,responsabilite
Etats membres,devrait se coucher,a accompagner du titulaire lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait se coucher,a accompagner du titulaire de la responsabilite,directive_(eu)_2016_800_en.txt,-,-,responsabilite
ils,sont,implique,directive_(eu)_2016_800_en.txt,-,-,-
personne accompagnante,peut,peut exclure,directive_(eu)_2016_800_en.txt,personnel,-,-
personne,peut,peut exclure,directive_(eu)_2016_800_en.txt,personnel,-,-
Etats membres,devrait se coucher,etre accompagne du titulaire de l'autorite parentale lors des audiences du tribunal,directive_(eu)_2016_800_en.txt,-,-,parente:autorite parentale
Etats membres,devrait se coucher,a accompagner du titulaire,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait se coucher,a accompagner du titulaire de l'autorite parentale,directive_(eu)_2016_800_en.txt,-,-,parente:autorite parentale
personne accompagnante,peut,peuvent etre exclus des audiences du tribunal,directive_(eu)_2016_800_en.txt,personnel,-,-
titulaire,faire,accompagner,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,faire,utiliser,directive_(eu)_2016_800_en.txt,-,-,-
l'interet superieur de l'enfant,sont,pris,directive_(eu)_2016_800_en.txt,-,-,-
l'interet superieur de l'enfant,sont pris en,compte,directive_(eu)_2016_800_en.txt,-,-,compte:comte
utiliser,accompagner,enfant,directive_(eu)_2016_800_en.txt,-,-,enfant
enfant,a,meilleurs interets,directive_(eu)_2016_800_en.txt,enfant,-,interet
titulaire,faire,accompagner,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,faire,utilisation de la possibilite,directive_(eu)_2016_800_en.txt,-,-,utilisation de laide:utilisation de leau
interets de l'enfant,sont,pris,directive_(eu)_2016_800_en.txt,interet,-,-
interets de l'enfant,sont pris en,compte,directive_(eu)_2016_800_en.txt,interet,-,compte:comte
enfant,ont,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
circonstances factuelles,donner,augmenter,directive_(eu)_2016_800_en.txt,-,-,-
circonstances factuelles,ete implique avec,enfant en activite,directive_(eu)_2016_800_en.txt,-,-,enfant
circonstances,ete implique avec,enfant dans une activite presumee,directive_(eu)_2016_800_en.txt,-,-,enfant
procedure,teneur de,responsabilite,directive_(eu)_2016_800_en.txt,-,-,responsabilite
circonstances,a ete,implique,directive_(eu)_2016_800_en.txt,-,-,-
procedure penale,teneur de,responsabilite,directive_(eu)_2016_800_en.txt,procedure penale:procedure speciale,-,responsabilite
circonstances,ete implique avec,enfant dans une activite criminelle presumee,directive_(eu)_2016_800_en.txt,-,-,enfant
titulaire,pourrait compromettre la procedure dans,particulier,directive_(eu)_2016_800_en.txt,-,-,-
les temoins,peut,peut interferer,directive_(eu)_2016_800_en.txt,-,-,-
procedure,teneur de,responsabilite parentale,directive_(eu)_2016_800_en.txt,-,-,responsabilite:parente:responsabilite parentale:responsabilite penale
circonstances,ete implique avec,enfant en activite,directive_(eu)_2016_800_en.txt,-,-,enfant
circonstances factuelles,ete implique avec,enfant dans une activite presumee,directive_(eu)_2016_800_en.txt,-,-,enfant
procedure penale,teneur de,responsabilite parentale,directive_(eu)_2016_800_en.txt,procedure penale:procedure speciale,-,responsabilite:parente:responsabilite parentale:responsabilite penale
titulaire,pourrait compromettre considerablement la procedure dans,particulier,directive_(eu)_2016_800_en.txt,-,-,-
circonstances factuelles,ete implique avec,enfant dans une activite criminelle presumee,directive_(eu)_2016_800_en.txt,-,-,enfant
titulaire,pourrait compromettre,procedure,directive_(eu)_2016_800_en.txt,-,-,-
circonstances factuelles,a ete,implique,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,pourrait compromettre dans,particulier,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,pourrait compromettre,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
titulaire,pourrait serieusement compromettre dans,particulier,directive_(eu)_2016_800_en.txt,-,-,-
les temoins,peut,peut interferer avec le titulaire de la responsabilite,directive_(eu)_2016_800_en.txt,-,-,responsabilite
circonstances factuelles,ete implique avec,enfant,directive_(eu)_2016_800_en.txt,-,-,enfant
les temoins,peut,peut interferer avec le titulaire de la responsabilite parentale,directive_(eu)_2016_800_en.txt,-,-,responsabilite:parente:responsabilite parentale:responsabilite penale
circonstances,ete implique avec,enfant dans une activite criminelle,directive_(eu)_2016_800_en.txt,-,-,enfant
circonstances,donner,augmenter,directive_(eu)_2016_800_en.txt,-,-,-
enfant,est dans,activite criminelle presumee,directive_(eu)_2016_800_en.txt,enfant,-,-
circonstances,donner lieu a,soupcon,directive_(eu)_2016_800_en.txt,-,-,-
circonstances factuelles,ete implique avec,enfant dans une activite criminelle,directive_(eu)_2016_800_en.txt,-,-,enfant
les temoins,peut,peut interferer avec le titulaire,directive_(eu)_2016_800_en.txt,-,-,-
circonstances,donner a,soupcon,directive_(eu)_2016_800_en.txt,-,-,-
circonstances,ete implique avec,enfant,directive_(eu)_2016_800_en.txt,-,-,enfant
preuve,etre,detruit,directive_(eu)_2016_800_en.txt,preuve,-,-
circonstances factuelles,donner a,soupcon,directive_(eu)_2016_800_en.txt,-,-,-
circonstances factuelles,donner lieu a,soupcon,directive_(eu)_2016_800_en.txt,-,-,-
titulaire,pourrait considerablement compromettre,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
titulaire,pourrait considerablement compromettre,procedure,directive_(eu)_2016_800_en.txt,-,-,-
enfants,devrait avoir dans,directif,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait avoir droit a,directif,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,avoir du,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait egalement avoir droit a,directif,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait egalement avoir,droite,directive_(eu)_2016_800_en.txt,enfant,-,-
enfants,devrait egalement avoir dans,directif,directive_(eu)_2016_800_en.txt,enfant,-,-
mesures,fournir,incite les enfants a venir,directive_(eu)_2016_800_en.txt,-,-,enfant
mesures,fournir,incitations pour les enfants a assister,directive_(eu)_2016_800_en.txt,-,-,enfant
Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
mesures,fournir,des incitations pour que les enfants frequentent,directive_(eu)_2016_800_en.txt,-,-,enfant
mesures,fournir,incitations auxquelles les enfants assistent,directive_(eu)_2016_800_en.txt,-,-,enfant
Etats membres,devrait prevoir,modalites pratiques de presence,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,dispositions concernant la presence de l'enfant au proces,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,modalites pratiques concernant la presence de l'enfant au proces,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,dispositions relatives a la presence au proces,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,dispositions concernant la presence de l'enfant,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,les modalites pratiques de presence de l'enfant,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,arrangements,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,modalites pratiques de presence au proces,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,dispositions relatives a la presence,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prevoir,dispositions pratiques,directive_(eu)_2016_800_en.txt,-,-,-
enfant,peut,peut etre exclu du proces,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,peut,peut etre temporairement exclu de l'essai,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,peut,peut temporairement exclu,directive_(eu)_2016_800_en.txt,enfant,-,-
enfant,peut,peut exclure,directive_(eu)_2016_800_en.txt,enfant,-,-
arrangements,pourrait inclure,des provisions,directive_(eu)_2016_800_en.txt,-,-,-
arrangements,pourrait inclure,dispositions concernant,directive_(eu)_2016_800_en.txt,-,-,-
certains droits,devrait s'appliquer a,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
ils,sont,lors de son arrestation dans un Etat membre,directive_(eu)_2016_800_en.txt,-,-,arrestation
droits,devrait s'appliquer a,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
ils,sont,lors de son arrestation,directive_(eu)_2016_800_en.txt,-,-,arrestation
ils,sont,lors de son arrestation dans l'Etat membre d'execution,directive_(eu)_2016_800_en.txt,-,-,arrestation
ils,sont arretes en,Etat membre d'execution,directive_(eu)_2016_800_en.txt,-,arrete,-
ils,sont,arrete,directive_(eu)_2016_800_en.txt,-,-,arrete
ils,sont arretes en,Etat membre,directive_(eu)_2016_800_en.txt,-,arrete,-
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation entre les Etats membres en matiere penale,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,cooperation monetaire
procedure de mandat d'arret,sont cruciaux pour,cooperation entre les Etats membres,directive_(eu)_2016_800_en.txt,mandat,-,cooperation monetaire
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation entre les Etats membres,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,cooperation monetaire
procedure de mandat d'arret,sont cruciaux pour,cooperation,directive_(eu)_2016_800_en.txt,mandat,-,-
procedure de mandat d'arret,sont,crucial,directive_(eu)_2016_800_en.txt,mandat,-,-
procedure de mandat d'arret,sont cruciaux pour,cooperation entre les Etats membres en matiere,directive_(eu)_2016_800_en.txt,mandat,-,cooperation monetaire
procedure de mandat d'arret,sont cruciaux pour,cooperation entre les Etats membres en matiere penale,directive_(eu)_2016_800_en.txt,mandat,-,cooperation monetaire
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation en matiere penale,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,-
procedure de mandat d'arret europeen,sont,crucial,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,-
procedure de mandat d'arret,sont cruciaux pour,cooperation en matiere penale,directive_(eu)_2016_800_en.txt,mandat,-,-
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation entre les Etats membres en matiere,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,cooperation monetaire
procedure de mandat d'arret,sont cruciaux pour,cooperation en matiere,directive_(eu)_2016_800_en.txt,mandat,-,-
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation en matiere,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,-
procedure de mandat d'arret europeen,sont cruciaux pour,cooperation,directive_(eu)_2016_800_en.txt,mandat:mandat darret europeen,-,-
cooperation,est dans,affaires criminelles,directive_(eu)_2016_800_en.txt,-,-,-
conformite,est avec,delais,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,assurer,directive_(eu)_2016_800_en.txt,-,-,-
juges,ont,un acces effectif a une formation specifique,directive_(eu)_2016_800_en.txt,juge,-,-
competence specifique,juges,accord des procureurs,directive_(eu)_2016_800_en.txt,-,juge,-
Etats membres,devrait prendre,mesures,directive_(eu)_2016_800_en.txt,-,-,-
juges,ont,competence,directive_(eu)_2016_800_en.txt,juge,-,-
competence specifique,juges,les procureurs s'occupent des poursuites,directive_(eu)_2016_800_en.txt,-,juge,-
competence specifique,est dans,champ,directive_(eu)_2016_800_en.txt,-,-,-
competence,juges,les procureurs s'occupent des poursuites penales,directive_(eu)_2016_800_en.txt,-,juge,-
enfants,avec,droits adaptes aux enfants,directive_(eu)_2016_800_en.txt,enfant,-,enfant
Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt,-,-,-
juges,ont,competence dans le domaine,directive_(eu)_2016_800_en.txt,juge,-,-
competence specifique,juges,les procureurs s'occupent des poursuites penales,directive_(eu)_2016_800_en.txt,-,juge,-
procureurs,traiter avec,procedure penale,directive_(eu)_2016_800_en.txt,-,-,procedure penale:procedure speciale
competence,juges,les procureurs s'occupent des poursuites,directive_(eu)_2016_800_en.txt,-,juge,-
procureurs,traiter avec,procedure,directive_(eu)_2016_800_en.txt,-,-,-
juges,ont,un acces effectif a la formation,directive_(eu)_2016_800_en.txt,juge,-,-
juges,ont,acces a une formation specifique,directive_(eu)_2016_800_en.txt,juge,-,-
communication,est dans,langue,directive_(eu)_2016_800_en.txt,-,-,-
competence,juges,accord des procureurs,directive_(eu)_2016_800_en.txt,-,juge,-
juges,ont,competence specifique,directive_(eu)_2016_800_en.txt,juge,-,-
juges,ont,acces a la formation,directive_(eu)_2016_800_en.txt,juge,-,-
Etats membres,devrait prendre,s'assurer,directive_(eu)_2016_800_en.txt,-,-,-
procureurs,impliquant,enfants,directive_(eu)_2016_800_en.txt,-,-,enfant
juges,ont,competence specifique dans le domaine,directive_(eu)_2016_800_en.txt,juge,-,-
juges,ont,acces,directive_(eu)_2016_800_en.txt,juge,-,-
juges,ont,acces effectif,directive_(eu)_2016_800_en.txt,juge,-,-
Etats membres,devrait egalement prendre,promouvoir aux avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
mesures,promouvoir,dispense de formations specifiques,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,promouvoir aux avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
Etats membres,devrait egalement prendre,promouvoir aux avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
mesures,promouvoir,disposition,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait egalement prendre,promouvoir,directive_(eu)_2016_800_en.txt,-,-,-
Etats membres,devrait prendre,promouvoir aux avocats,directive_(eu)_2016_800_en.txt,-,-,avocat
Mesures appropriees,promouvoir,offre de formation,directive_(eu)_2016_800_en.txt,-,-,-
