ID	FR
3252	frais bancaires
1080	frais de justice
1081	frais de scolarité
3366	frais d'hospitalisation
1082	frais électoraux
1083	frais généraux
1084	frais pharmaceutiques
1085	France
1089	Franche-Comté
1090	franchisage
1091	franchise douanière
5647	franchise fiscale
1092	fraude
5648	fraude contre l’Union européenne
3948	fraude douanière
1093	fraude électorale
1095	fraude fiscale
1098	fréquentation scolaire
1099	fret
1100	Frioul-Vénétie Julienne
1101	Frise
1102	fromage
1103	fromage à pâte demi-dure
1104	fromage à pâte dure
1106	fromage à pâte molle
1107	fromage à pâte persillée
1108	fromage de brebis
1109	fromage de chèvre
1110	fromage de vache
1111	fromage fondu
1112	fromage frais
1113	fromagerie
8439	Frontex  [V4.3]
1114	frontière
5649	frontière extérieure de l’Union européenne
5330	frontière intracommunautaire
1115	fruit
4582	fruit à baie
1116	fruit à coque
1117	fruit à noyau
1118	fruit à pépins
1119	fruit frais
1120	fruit tropical
1122	fusion d'entreprises
6750	fusion internationale
1123	fusion nucléaire
1124	Gabon
8531	Galati  [V4.3]
1127	Galice
1128	Gambie
1129	garantie
1130	garantie de crédit
1131	garantie de revenu
1132	garantie des investissements
5144	garde à vue
1133	garde d'enfants
6721	garde forestier
7358	gare ferroviaire
7359	gare routière
1135	gaspillage
6115	GATS
1136	GATT
1137	gauche politique
1138	gauchisme
7992	Gävleborg
1139	gaz
5650	gaz à effet de serre
1140	gaz de combustion
1141	gaz naturel
5290	gaz rare
1142	gazoduc
3772	gazole
1144	gel des terres
6787	gélatine
5651	génétique
1145	génie civil
4111	génie génétique
1146	génisse
1147	géochimie
8438	géodésie  [V4.3]
1148	géographie
6387	géographie culturelle
1149	géographie économique
7360	géographie historique
6388	géographie humaine
1150	géographie politique
6389	géographie régionale
1151	géologie
6390	géomorphologie
1152	géophysique
5652	Géorgie
1153	gérontologie
1154	gestion
1155	gestion comptable
6188	gestion de document
3144	gestion de l'eau
1157	gestion de l'espace
1156	gestion d'entreprise
6910	gestion des connaissances
1158	gestion des déchets
1159	gestion des pêches
1160	gestion des ressources
1161	gestion du matériel
6189	gestion électronique des documents
1164	gestion financière
1165	gestion prévisionnelle
1166	Ghana
1167	gibier
1168	Gibraltar
6699	gisement de gaz
3747	gisement de minerai
6702	gisement de pétrole
5653	gitan
8524	Giurgiu  [V4.3]
1169	glace
1170	glucose
1171	golfe
7818	Gorenjska
7819	Goriška
8535	Gorj  [V4.3]
7996	Gotland
6897	gouvernance
1172	gouvernement
6751	gouvernement d'entreprise
1173	gouvernement en exil
1174	gouvernement insurrectionnel
1175	graisse alimentaire
1176	graisse industrielle
3407	Grand Maghreb
1178	grande entreprise
1179	grande exploitation
1180	Grandes Antilles
3882	grands travaux
1181	gratuité des soins
1182	Grèce
1183	Grèce centrale
7890	Grèce occidentale
1185	Grenade
1186	grève
5654	grève de la faim
8464	grippe aviaire  [V4.3]
1188	Groenland
1189	Groningue
3676	Groupe de Contadora
6116	Groupe de Rio
1193	groupe de sociétés
5655	groupe de Visegrad
1194	groupe des Dix
6114	Groupe des pays les plus industrialisés
5656	groupe des Vingt-quatre
3675	groupe des 77
1192	groupe d'intérêt
1202	groupe ethnique
1205	groupe linguistique
1197	groupe politique
3486	groupe religieux
3487	groupe socio-culturel
1199	groupement d'achat
5657	groupement de collectivités
1201	groupement de producteurs
2983	groupement d'exploitations
1200	groupement d'intérêt économique
5658	groupement européen d'intérêt économique
2992	groupement forestier
1206	gruau
1207	Guadeloupe
1289	Guam
1208	Guatemala
1209	Gueldre
1210	guerre
8441	guerre asymétrique  [V4.3]
1211	guerre civile
1213	guerre de frontière
1212	guerre d'indépendance
1214	guerre froide
1215	guerre nucléaire
5311	guide
6768	guide touristique
1216	Guinée
1218	Guinée équatoriale
1217	Guinée-Bissau
1219	Guyana
1220	Guyane française
3284	gynécologie
1221	habitat
1222	habitat rural
1223	habitat urbain
1225	habitude alimentaire
1226	habitude d'achat
1228	Haïti
8000	Halland
1229	halogène
1230	Hambourg
1231	handicapé
3351	handicapé mental
3349	handicapé physique
6613	harcèlement moral
5659	harcèlement sexuel
8502	Harghita  [V4.3]
3458	harmonisation des armements
3648	harmonisation des normes
5155	harmonisation des prix
4028	harmonisation des sécurités sociales
1232	harmonisation douanière
1234	harmonisation fiscale
6288	haut représentant pour la PESC
8385	Haut-commissaire aux droits de l'homme  [V4.3]
6195	Haute-Autriche
1235	Haute-Normandie
1237	Hawaï
3710	HCR
1238	hélicoptère
5660	hélicoptère de combat
2987	herbicide
3934	héritage
1239	Hesse
1242	heure des questions
1241	heure d'été
1243	heure supplémentaire
1244	hindouisme
7361	hindouiste
1245	histoire
5661	histoire ancienne
5662	histoire contemporaine
4061	histoire de l'Europe
6611	histoire du droit
5663	histoire médiévale
5664	histoire moderne
7362	histoire universelle
1246	histologie
5665	historique
1247	holding
1248	Hollande-Méridionale
1249	Hollande-Septentrionale
1251	homicide
5281	homme
3589	homme politique
1252	homologation
3103	homologation des tarifs
1253	Honduras
1254	Hong Kong
1255	Hongrie
7901	Hongrie centrale
7902	Hongrie septentrionale
1257	horaire de travail
5666	horaire d'ouverture du commerce
1259	horaire variable
3815	hormone
1260	horticulture
3368	hospitalisation
1261	houblon
6739	houliganisme
8279	Hovedstaden  [V4.3]
7841	Hradec Králové
1262	huile animale
1263	huile d'arachide
2956	huile de maïs
1265	huile de poisson
2951	huile de soja
2952	huile de tournesol
1264	huile d'olive
6788	huile essentielle
1266	huile lourde
1267	huile minérale
1269	huile usagée
1270	huile végétale
1271	huilerie
1272	huissier
1273	humanisation du travail
8519	Hunedoara  [V4.3]
1274	hydrocarbure
1275	hydrogène
1276	hydrogéologie
1278	hydrologie
1279	hygiène alimentaire
3371	hygiène publique
4102	hymne
6275	hypermédia
6276	hypertexte
1281	hypothèque
8525	Ialomita  [V4.3]
8507	Iasi  [V4.3]
3853	IATA
5667	identité culturelle
6559	identité européenne
8442	identité nationale  [V4.3]
1282	idéologie politique
987	IFLA
5668	IFOP
1285	igname
1287	île
3381	île de Man
6279	Île Norfolk
1288	Île-de-France
6252	Îles Åland
1290	îles Anglo-Normandes
3386	Îles Baléares
1292	Îles Carolines
1291	Îles Cayman
205	Îles Cook
4171	îles de la mer Égée
1771	Îles Falkland
1294	Îles Féroé
1295	Îles ioniennes
1296	îles Mariannes
3410	Îles Marshall
3857	Îles Salomon
3406	Îles Vierges américaines
1299	Îles Vierges britanniques
7363	illustration graphique
5669	image de marque
6262	image de synthèse
1301	immatriculation de société
3110	immatriculation de véhicule
3132	immersion de déchets
1302	immigration
5670	immunité diplomatique
1303	immunité parlementaire
1304	immunologie
5333	impact de l'informatique
1305	impact publicitaire
7131	impact social
3139	impact sur l'environnement
1306	impérialisme
1307	implantation d'activité
3785	implantation de centrale
3624	implantation industrielle
1309	importation
3191	importation communautaire
1310	impôt
1311	impôt communautaire
1312	impôt des personnes physiques
1313	impôt direct
3264	impôt exceptionnel
1314	impôt foncier
1315	impôt forfaitaire
1316	impôt indirect
1317	impôt local
1319	impôt national
1320	impôt réel
1321	impôt sur la consommation
1322	impôt sur la fortune
1323	impôt sur la plus-value
1324	impôt sur la transmission
1325	impôt sur le capital
1326	impôt sur le revenu
1327	impôt sur les bénéfices
1328	impôt sur les revenus de capitaux
1330	impôt sur les salaires
1331	impôt sur les sociétés
5671	imprimante
1332	imprimerie
6614	impunité
1333	imputation comptable
1334	incapacité de travail
1335	incendie
5672	incinération des déchets
1336	incompatibilité
1337	Incoterms
7364	incunable
1338	Inde
1339	indemnisation
1341	indemnité d'assurance
1343	indemnité de licenciement
3680	indemnité de secrétariat
1342	indemnité d'installation
3557	indemnité et frais
1344	indemnité parlementaire
3488	indépendance alimentaire
6623	indépendance de la justice
1345	indépendance économique
5201	indépendance énergétique
1346	indépendance nationale
1347	indépendance technologique
1348	indexation des prix
1349	indexation des salaires
1350	indexation documentaire
1351	indicateur de divergence
1352	indicateur économique
8550	indicateur environnemental  [V4.3]
1353	indicateur social
1354	indice des prix
1355	Indonésie
1356	industrialisation
1357	industrie aéronautique
1358	industrie aérospatiale
1360	industrie alimentaire
1361	industrie automobile
3743	industrie charbonnière
1362	industrie chimique
3808	industrie chimique de base
1363	industrie cinématographique
6915	industrie cosmétique
1364	industrie culturelle
1368	industrie de la chaussure
1370	industrie de la communication
1371	industrie de la machine-outil
1372	industrie de la pêche
1373	industrie de la restauration
1374	industrie de la viande
1365	industrie de l'armement
1366	industrie de l'audiovisuel
1367	industrie de l'information
1375	industrie de pâte et papier
1376	industrie de pointe
1377	industrie de transformation
1378	industrie des boissons
1381	industrie des colorants
1382	industrie des engrais
1383	industrie des matières plastiques
3818	industrie des pesticides
5245	industrie des produits de luxe
5184	industrie des programmes
1384	industrie des services
1385	industrie des télécommunications
3895	industrie diverse
3879	industrie du bâtiment
1386	industrie du bois
1387	industrie du caoutchouc
1388	industrie du cuir
1390	industrie du froid
6921	industrie du gaz
1391	industrie du jouet
1392	industrie du livre
1393	industrie du meuble
1394	industrie du sucre
1395	industrie du tabac
1396	industrie du verre
1397	industrie du vêtement
1398	industrie du vide
3783	industrie électrique
1400	industrie électronique
1401	industrie électrotechnique
3737	industrie énergétique
1402	industrie exportatrice
5243	industrie ferroviaire
1403	industrie horlogère
1404	industrie hôtelière
1405	industrie informatique
1406	industrie laitière
1407	industrie légère
1408	industrie lourde
1410	industrie mécanique
3820	industrie métallurgique
1411	industrie minière
3621	industrie moyenne
1412	industrie nucléaire
1413	industrie optique
1414	industrie pétrolière
1415	industrie pharmaceutique
1416	industrie photographique
1417	industrie sidérurgique
1418	industrie textile
1420	inégalité sociale
1421	inflation
1422	information
1423	information commerciale
1424	information des travailleurs
1425	information du consommateur
1426	informatique
3026	informatique appliquée
1427	informatique de gestion
1428	informatique documentaire
3023	informatique domestique
1429	informatique industrielle
5197	informatique juridique
1431	informatique médicale
1432	infraction
7365	infraction administrative
7944	infraction au code de la route
1433	infrastructure de transport
5673	infrastructure économique
1434	infrastructure industrielle
3343	infrastructure touristique
3377	infrastructure urbaine
1435	ingénieur
1436	ingérence
5674	initiative communautaire
5675	initiative de croissance européenne
1438	initiative législative
3524	initiative locale d'emploi
6619	injonction
1439	innovation
1440	inondation
694	inscription électorale
5676	insecte
5227	insecticide
3308	insémination artificielle
4700	insertion professionnelle
1441	insoumission
1442	inspection des aliments
1443	inspection du travail
1444	inspection scolaire
1445	inspection vétérinaire
5677	installation de lancement
3766	installation en mer
3846	installation frigorifique
1447	installation portuaire
5678	installation sanitaire
1448	instance de contrôle
6117	instauration de la paix
1507	Institut de recherche des Nations unies pour le développement social
4611	Institut des Nations unies pour la formation et la recherche
8381	Institut des Nations unies pour la recherche sur le désarmement  [V4.3]
7953	Institut d'études de sécurité de l'Union européenne
5679	Institut européen d'administration publique
1286	Institut international de planification de l'éducation
8382	Institut international de recherche et de formation pour la promotion de la femme  [V4.3]
8383	Institut interrégional de recherche des Nations unies sur la criminalité et la justice  [V4.3]
5680	Institut monétaire européen
1461	Institut pour l'intégration de l'Amérique latine
1449	Institut syndical européen
3718	Institut universitaire européen
1450	institution ACP-CE
5681	institution commune EEE
1451	institution de l'Union européenne
1452	institution financière
1453	institution politique
1454	institution religieuse
1455	institution spécialisée de l'ONU
8380	Instituts de recherche et de formation ONU  [V4.3]
3276	instruction civique
1457	instruction judiciaire
1458	instrument de musique
5682	instrument économique pour l'environnement
1459	instrument financier
1460	instrument financier communautaire
3467	instrument international
8473	instrument juridique intergouvernemental  [V4.3]
6550	intégration des handicapés
1462	intégration des migrants
1463	intégration économique
1464	intégration européenne
6705	intégration industrielle
1466	intégration monétaire
1467	intégration politique
1468	intégration régionale
1469	intégration sociale
6560	intégrisme religieux
1470	intellectuel
3030	intelligence artificielle
6120	intelligence économique
5683	intempérie
1471	intention de vote
6908	interactivité
5684	interconnexion de systèmes
1472	interdépendance économique
1473	interdiction professionnelle
3569	intéressement des travailleurs
1476	intérêt
5685	intérêt collectif
4120	intérêt financier des membres
5686	intérêt pour agir
1477	intermédiaire commercial
5687	internat scolaire
1478	internationale ouvrière
1479	internationale socialiste
6772	internaute
1480	internement psychiatrique
6088	Internet
1481	interpellation parlementaire
5688	Interpol
1482	interprétation
1484	interprétation du droit
1485	intervention financière
5335	intervention militaire
1486	intervention sur le marché
5689	intoxication alimentaire
6177	intranet
1487	invention
1488	investissement
1489	investissement à l'étranger
1490	investissement communautaire
1491	investissement direct
1492	investissement étranger
1493	investissement industriel
1494	investissement international
1495	investissement privé
1496	investissement public
1497	investissement régional
1498	inviolabilité du domicile
1499	iode
1501	Iran
1500	Iraq
1504	Irlande
1505	Irlande du Nord
4085	irradiation
2680	irrigation
1508	islam
1509	Islande
1510	ISO
1511	isoglucose
1512	isolant
1514	isolation de bâtiment
1515	isolation phonique
1516	isolation thermique
1517	isolationnisme
1518	Israël
1519	Italie
1521	jachère
1522	Jamaïque
7989	Jämtland
1524	Japon
1525	jardin familial
6121	jardin zoologique
1526	Java
3336	jeu automatique
1527	jeu de hasard
1528	jeune
2981	jeune exploitant agricole
6755	jeune pousse
1529	jeune travailleur
3334	jeux
1530	jeux Olympiques
1531	Joint European Torus
7993	Jönköping
1532	Jordanie
3939	jouissance des droits
3547	jour férié
4144	journal
1533	journal officiel
3032	Journal officiel UE
1535	journée continue
1536	judaïsme
1537	juge
1538	jugement
5690	juif
5323	jumelage
5691	juridiction
1539	juridiction administrative
3985	juridiction arbitrale
1540	juridiction civile
3983	juridiction commerciale
5692	juridiction constitutionnelle
1541	juridiction d'exception
5139	juridiction du travail
3987	juridiction fiscale
3986	juridiction internationale
1543	juridiction judiciaire
6624	juridiction maritime
1544	juridiction militaire
1545	juridiction pénale
1546	juridiction pour mineurs
1547	juridiction sociale
1548	juridiction supérieure
1550	jurisprudence
1551	jurisprudence CE
1552	jus de fruit
1553	jus de légume
7200	justice de proximité
8443	justice réparatrice  [V4.3]
1554	jute
7995	Kalmar
1556	kapok
7842	Karlovy Vary
5693	Kazakhstan
1557	Kenya
5694	Kirghizstan
1559	Kiribati
7821	Koroška
5695	Kosovo
1560	Koweït
7994	Kronoberg
7866	Kurzeme
1561	la Réunion
1562	label de qualité
5696	label écologique
6752	label social
5697	lac
1563	lactose
6862	laïcité
1564	laine
1565	lait
1566	lait boisson
1568	lait concentré
1569	lait cru
1570	lait écrémé
2958	lait écrémé en poudre
1571	lait en poudre
1572	lait entier
1573	lait fermenté
1574	lait homogénéisé
5698	lait maternel
1575	lait pasteurisé
1576	lait stérilisé
1578	lancement d'un produit
5699	lanceur spatial
1580	langage
5199	langage de programmation
1581	langue étrangère
5700	langue européenne
1582	langue maternelle
5701	langue minoritaire
5702	langue non européenne
5313	langue officielle
5703	langue régionale
5704	langue vivante
1583	Languedoc-Roussillon
1584	Laos
1585	lapin
6249	Laponie
7862	Latgale
1586	Latium
5705	lecteur de disques
1588	légalité
1589	législation
1590	législation alimentaire
1591	législation antidumping
1592	législation antitrust
1593	législation déléguée
563	législation forestière
3924	législation locale
1594	législation pharmaceutique
1595	législation phytosanitaire
1596	législation sanitaire
1597	législation scolaire
1598	législation vétérinaire
1599	législature
1600	légitime défense
1601	légitimité
1602	légume
1603	légume à bulbe
1604	légume à feuille
1605	légume à fruit
1607	légume à racine
1608	légume frais
5231	légume vivace
1609	légumineuse
1610	Leinster
1611	Lesotho
5706	Lettonie
1612	leucose animale
5212	liaison trans-Manche
1613	Liban
5707	libéralisation du marché
1614	libéralisme
4077	libéralisme économique
4114	libération conditionnelle
1616	libération des échanges
7843	Liberec
1617	Liberia
5708	liberté aérienne
1618	liberté d'association
3906	liberté de circulation
1622	liberté de la presse
3914	liberté de l'enseignement
1621	liberté de l'information
1623	liberté de navigation
1628	liberté de religion
1625	liberté de réunion
3996	liberté des mers
1619	liberté d'expression
1620	liberté d'opinion
1626	liberté du commerce
3911	liberté sexuelle
3565	liberté syndicale
1629	librairie
1630	libre circulation des capitaux
1631	libre circulation des marchandises
1633	libre circulation des personnes
5194	libre circulation des programmes
1634	libre circulation des travailleurs
1635	libre concurrence
1636	libre disposition de soi-même
1637	libre pratique
1638	libre prestation de services
3211	libre-service
1639	Libye
1641	licence commerciale
1640	licence de brevet
3001	licence de pêche
1645	licence de transport
1642	licence d'exportation
1644	licence d'importation
1646	licenciement
6236	licenciement abusif
1647	licenciement collectif
1648	licenciement économique
1649	Liechtenstein
1650	liège
1652	lieu de pêche
1653	lieu de travail
3125	ligne aérienne
1655	ligne de transport
1656	lignite
1657	Ligue arabe
6161	Ligue européenne de coopération économique
1659	Ligurie
1660	Limbourg
1662	limitation de commercialisation
3455	limitation des armements
1666	Limousin
1667	lin
1668	lin oléagineux
1669	lingot
1670	linguistique
1671	liqueur
1672	liquidation de société
1674	liquidation des biens
1675	liquidation des dépenses
1677	liquidité internationale
1676	liquidité monétaire
3395	Lisbonne et vallée du Tage
1678	liste bloquée
1679	liste électorale
1680	littérature
1681	littérature grise
1683	littoral
5709	Lituanie
1684	livraison
1686	localisation de la production
1685	localisation de l'énergie
3098	localisation du transport
5710	location
3097	location de véhicule
1687	location immobilière
1688	location-vente
1689	lockout
1690	logement
1692	logement collectif
1693	logement individuel
1694	logement insalubre
1695	logement social
1696	logiciel
6182	logiciel de navigation
1697	loi
1698	loi de finances
7366	loi d'harmonisation
5711	loi organique
1699	loi-cadre
1700	loisir
1701	Lombardie
8498	Londres  [V4.3]
1702	Lorraine
5712	lotissement
8444	loup  [V4.3]
1703	loyer modéré
1704	lubrifiant
1705	ludothèque
1706	lutte anti-incendie
8410	lutte antimines  [V4.3]
3347	lutte contre la délinquance
3908	lutte contre la discrimination
1707	lutte contre la pollution
3518	lutte contre le chômage
1708	lutte contre le crime
1709	lutte contre le gaspillage
5225	lutte contre les insectes
1710	lutte des classes
1712	Luxembourg
1714	luzerne
8446	lynx  [V4.3]
1715	lyophilisation
1716	Macao
1717	Macédoine
7891	Macédoine centrale
7893	Macédoine occidentale
7892	Macédoine orientale et Thrace
1718	machine
4484	machine à traire
1719	machine agricole
1720	machine de bureau
1722	machine de récolte
3864	machine électrique
3863	machine électrique industrielle
1723	machine hydraulique
1725	machine pneumatique
3831	machine sidérurgique
1726	machine textile
1724	machine-outil
1727	Machrek
1728	macroéconomie
1729	Madagascar
1730	Madère
5168	mafia
1732	magasin à grande surface
3215	magasin à succursales multiples
1733	magasin discount
1734	Maghreb
1735	magistrat
3990	magistrat non professionnel
1736	magnésium
1737	main-d'œuvre
1738	main-d'œuvre agricole
1739	main-d'œuvre familiale
1740	main-d'œuvre féminine
1743	maintien de la paix
1742	maintien de l'emploi
1744	maïs
1745	maison d'édition
1746	majorité absolue
1747	majorité civile
1748	majorité de vote
1749	majorité politique
1750	majorité qualifiée
1751	majorité silencieuse
1753	majorité simple
1754	maladie
1755	maladie animale
1757	maladie cardio-vasculaire
6567	maladie chronique
5714	maladie congénitale
5715	maladie de la nutrition
5716	maladie de la peau
6124	maladie des poissons
1756	maladie des voies respiratoires
5717	maladie du sang
5718	maladie du système digestif
5719	maladie du système nerveux
1758	maladie endémique
5720	maladie endocrinienne
1759	maladie infectieuse
1760	maladie mentale
8447	maladie oculaire  [V4.3]
1761	maladie professionnelle
7354	maladie rénale
5721	maladie sexuellement transmissible
1762	maladie tropicale
1763	maladie végétale
1764	malaise de la jeunesse
1767	Malaisie
1766	Malawi
1768	Maldives
1769	Mali
1770	malnutrition
1772	malt
1774	Malte
1775	mammifère marin
5722	mammifère sauvage
1776	Manche
1777	mandat
6724	mandat d'arrêt européen
1778	mandat électif
1779	manganèse
3207	manifestation commerciale
1780	manifestation culturelle
6562	manifestation culturelle européenne
5723	manifestation sportive
7368	manifeste
1781	manioc
1784	manuel scolaire
7369	manuscrit
3629	manutention
1783	manœuvre
5724	manœuvres militaires
1785	maoïsme
8514	Maramures  [V4.3]
3204	marchandisage
1786	marché
1787	marché à terme
1788	marché agricole
1789	marché agricole communautaire
1790	marché au comptant
1792	marché commun
1793	Marché commun arabe
3727	Marché commun centraméricain
8400	Marché commun de l'Afrique orientale et australe  [V4.3]
1795	marché communautaire
1796	marché de fournitures
1797	marché de gré à gré
5725	marché de services
1798	marché de travaux
5156	marché des capitaux
1799	marché des changes
1801	marché des produits de base
3217	marché d'intérêt national
3109	marché du transport
1802	marché du travail
1803	marché extérieur
1804	marché financier
1805	marché foncier
3378	marché immobilier
1806	marché intérieur
1807	marché international
1808	marché libre
1809	marché monétaire
1810	marché public
6926	marché régional
1812	marché réglementé
3299	marché unique
1813	Marches
1814	margarine
1815	marge commerciale
1816	marge de fluctuation
1818	mariage
6625	mariage de complaisance
8448	mariage forcé  [V4.3]
4007	mariage mixte
3442	marine militaire
1819	Maroc
3886	maroquinerie ganterie
5726	marquage CE de conformité
1821	marque
3661	marque commerciale
3662	marque déposée
3666	marque européenne
5727	marsupial
1822	Martinique
1823	marxisme
1824	masse budgétaire
1825	masse monétaire
3695	matériau amorphe
3689	matériau avancé
3756	matériau bitumineux
3692	matériau composite
1826	matériau de construction
1827	matériau réfractaire
3855	matériel audiovisuel
1830	matériel de construction
1831	matériel de forage
1832	matériel de levage
3860	matériel de télécommunication
1828	matériel d'éclairage
3278	matériel d'enseignement
1833	matériel électrique
3865	matériel électromagnétique
1834	matériel mécanique
3844	matériel médical
5159	maternité
1835	mathématiques
5728	matière d'origine animale
1836	matière grasse du lait
1837	matière plastique
1839	matière première
1840	matière radioactive
1841	Maurice
1842	Mauritanie
1843	Mayotte
1845	mécanique de précision
1846	mécanique générale
1848	mécanisation
1849	mécanisation agricole
4073	mécanisme complémentaire aux échanges
5729	mécanisme de change SME
1851	mécanisme de soutien
1850	mécanisme d'intervention monétaire
4089	mécénat
5730	Mecklembourg-Poméranie-Occidentale
3594	médecin
1852	médecine
5731	médecine conventionnée
3287	médecine dentaire
3289	médecine douce
1853	médecine du travail
6741	médecine d'urgence
3356	médecine générale
5732	médecine légale
5306	médecine nucléaire
3375	médecine privée
1855	médecine scolaire
3372	médecine sociale
1856	médecine vétérinaire
3012	média commercial
3014	média local
3015	média privé
1860	médiateur
2140	Médiateur européen
6769	médiathèque
3813	médicament
5733	médicament en vente libre
6568	médicament générique
5734	médicament vétérinaire
1861	mégalopole
8536	Mehedinti  [V4.3]
1862	Mélanésie
1863	mélasse
6283	Melilla
4043	membre Cour de justice CE
5308	membre Cour des comptes CE
3024	mémorisation des données
1864	ménage
1865	ménage agricole
6784	mendicité
1866	mensualisation
1867	menuiserie
1868	menuiserie métallique
1870	mer
5221	mer Adriatique
1871	mer Baltique
5735	mer Caspienne
5222	mer de Ligurie
1875	mer de Norvège
1872	mer d'Irlande
1877	mer du Nord
5223	mer Égée
5224	mer Ionienne
1879	mer Méditerranée
5736	mer Noire
5737	mer Rouge
5220	mer Tyrrhénienne
3205	mercatique
5321	mercenaire
3890	mercerie
5738	Mercosur
1880	mercure
3311	mère porteuse
5332	mesure antidumping
1881	mesure d'effet équivalent
5739	mesure nationale d'exécution
1882	métal
1883	métal ferreux
1884	métal lourd
1885	métal non ferreux
1886	métal précieux
6823	métal spécial
1887	métalloïde
1889	métallurgie des poudres
1890	métayage
1891	méteil
1892	météorologie
1893	méthanol
8479	méthode communautaire  [V4.3]
7810	méthode d'apprentissage
7943	méthode de lecture rapide
1894	méthode de recherche
6263	méthode d'évaluation
7811	méthode mnémotechnique
7930	méthode ouverte de coordination
3683	méthode pédagogique
1895	méthode statistique
7370	méthodologie juridique
3089	métro
1896	métrologie
1897	métropole
1899	Mexique
1900	Mezzogiorno
6713	microcrédit
1901	microéconomie
3876	microélectronique
6756	microentreprise
6714	microfinance
1902	microforme
1903	Micronésie
3704	micro-ordinateur
5740	micro-organisme
1904	Midi-Pyrénées
1905	Midlands de l'Est
1906	Midlands de l'Ouest
8280	Midtjylland  [V4.3]
1907	miel
3320	migrant
1909	migration
1910	migration alternante
1921	migration communautaire
3322	migration de peuplement
1911	migration de retour
1912	migration familiale
1913	migration forcée
1914	migration frontalière
1915	migration illégale
1916	migration intérieure
1917	migration interurbaine
1920	migration intra-urbaine
1922	migration professionnelle
1923	migration rurale
1924	migration rurale urbaine
1925	migration saisonnière
5741	milieu aquatique
1926	milieu de travail
3146	milieu géophysique
5742	milieu marin
1927	milieu scolaire
1928	militant politique
1930	militarisation de l'espace
1931	militarisme
1932	millet
1933	minerai de fer
3754	minerai métallique
1934	minerai non ferreux
1935	minerai non métallique
1936	minéralogie
5743	mineur (ouvrier)
5116	ministère
1938	ministère public
1939	ministre
1940	minorité civile
1941	minorité nationale
3054	minorité politique
1942	minorité sexuelle
1943	minoterie
1944	missile
3425	missile balistique
3426	missile guidé
3427	missile intercontinental
8481	mission de police de l'UE  [V4.3]
5744	mission d'enquête
8482	mission militaire de l'UE  [V4.3]
1945	mobilier métallique
1946	mobilité de la main-d'œuvre
6850	mobilité durable
1947	mobilité foncière
1948	mobilité géographique
3325	mobilité professionnelle
1949	mobilité résidentielle
1950	mobilité scolaire
1951	mobilité sociale
1952	mode de financement
6292	mode de production
1953	mode de scrutin
1954	mode de transport
6309	modèle agricole européen
1955	modèle économique
5745	modem
1956	modernisation de l'entreprise
1958	modernisation de l'exploitation agricole
1957	modernisation industrielle
1959	modification budgétaire
5858	Moldova
1960	Molise
1961	mollusque
1963	Moluques
1964	molybdène
1965	Monaco
1966	monarchie parlementaire
6125	mondialisation
1967	mondialisme
1968	Mongolie
1969	monnaie
1970	monnaie de réserve
1971	monnaie électronique
6332	monnaie européenne
1972	monnaie fiduciaire
1973	monnaie internationale
1974	monnaie nationale
1975	monnaie scripturale
1976	monocamérisme
1977	monocratie
4142	monoculture
1978	monographie
1979	monopole
1980	monopole d'achat
1984	monopole de l'information
1981	monopole d'État
1982	monopole d'importation
1985	monopole fiscal
1987	montagne
1988	montant compensatoire monétaire
5746	Monténégro
1986	Montserrat
5747	monument
7201	moralité de la vie économique
5748	moralité de la vie politique
1990	moralité publique
7844	Moravie du Sud
7845	Moravie-Silésie
5291	mort
1991	mortalité
1992	mortalité infantile
1993	mortalité professionnelle
1994	moteur
6773	moteur de recherche
6824	moteur diesel
1995	motion de censure
1996	motivation du consommateur
1998	motivation politique
7373	mouvement antimondialisation
4153	mouvement associatif
1999	mouvement autonomiste
2000	mouvement contre le racisme
5137	mouvement contre l'Europe
7374	mouvement culturel
2002	mouvement de capitaux
3678	mouvement de consommateurs
2003	mouvement de femmes
2004	mouvement de jeunes
2005	mouvement de libération nationale
2001	mouvement d'opinion
2007	mouvement écologiste
2008	mouvement européen
2009	mouvement ouvrier
7416	mouvement patriotique
2010	mouvement paysan
1198	mouvement pour les droits de l'homme
2011	mouvement social
2012	moyen de communication
2013	moyen de communication de masse
2014	moyen de production agricole
2015	moyen de transport
2016	moyenne entreprise
2017	moyenne exploitation
2018	Mozambique
2019	multilinguisme
6126	multimédia
2020	multipartisme
3937	multipropriété
2021	Munster
8503	Mures  [V4.3]
2022	musée
2023	musique
6546	musulman
3353	mutilation sexuelle
2929	mutualité sociale
4966	Myanmar
2025	myciculture
7371	mythologie
2027	Namibie
7931	nanotechnologie
2029	natalité
4130	nation la plus favorisée
2031	nationalisation
2033	nationalisme
2034	nationalité
2035	nationalité des personnes morales
2030	national-socialisme
2036	naturalisation
2037	Nauru
2038	Navarre
2040	navigation fluviale
2041	navigation maritime
6852	navigation par satellite
5216	navigation spatiale
2043	navire de charge
2044	navire porte-barge
8508	Neamt  [V4.3]
8449	négligence criminelle  [V4.3]
2045	négociant
2046	négociation collective
5749	négociation d'accord CE
6708	négociation d'adhésion
8552	négociation de Doha  [V4.3]
2047	négociation de Tokyo
2048	négociation Dillon
5750	négociation d'Uruguay
3465	négociation internationale
2049	négociation Kennedy
2050	négociation tarifaire
2052	Népal
3282	neurobiologie
3285	neurologie
2053	neutralité
2055	Nicaragua
